timestamp;buyer;seller;symbol;currency;price;quantity
0;Vinnie;Remy;CHOCOLATE;SEASHELLS;7888.0;8
200;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4038.0;7
200;Remy;Vinnie;CHOCOLATE;SEASHELLS;7891.0;8
600;Remy;Vinnie;CHOCOLATE;SEASHELLS;7890.0;5
700;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4037.0;3
1000;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4038.0;4
1200;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4036.0;9
1300;Rhianna;Vladimir;GIFT_BASKET;SEASHELLS;70633.0;6
1600;Vinnie;Remy;CHOCOLATE;SEASHELLS;7892.0;8
1700;Remy;Vinnie;ROSES;SEASHELLS;14418.0;3
2000;Vinnie;Remy;ROSES;SEASHELLS;14416.0;2
2300;Vinnie;Remy;ROSES;SEASHELLS;14413.0;2
2500;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4038.0;6
2800;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4037.0;9
2900;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4036.0;10
5000;Vinnie;Vladimir;CHOCOLATE;SEASHELLS;7887.0;4
5500;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4036.0;4
5700;Vinnie;Rhianna;GIFT_BASKET;SEASHELLS;70637.0;1
5700;Vladimir;Rhianna;GIFT_BASKET;SEASHELLS;70636.0;1
6100;Vinnie;Remy;ROSES;SEASHELLS;14420.0;5
6200;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4036.0;3
6400;Remy;Vinnie;CHOCOLATE;SEASHELLS;7897.0;8
6800;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4036.0;5
6900;Remy;Vinnie;ROSES;SEASHELLS;14419.0;2
7100;Vinnie;Vladimir;CHOCOLATE;SEASHELLS;7895.0;7
7200;Vinnie;Vladimir;CHOCOLATE;SEASHELLS;7894.0;5
7300;Rhianna;Vinnie;GIFT_BASKET;SEASHELLS;70628.0;1
7300;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4036.0;8
7400;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4036.0;6
7500;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4037.0;7
7900;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4034.0;5
7900;Vinnie;Remy;CHOCOLATE;SEASHELLS;7893.0;8
8200;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4033.0;5
8900;Rhianna;Vladimir;GIFT_BASKET;SEASHELLS;70607.0;1
8900;Rhianna;Vinnie;GIFT_BASKET;SEASHELLS;70607.0;2
9100;Vinnie;Vladimir;CHOCOLATE;SEASHELLS;7896.0;5
9100;Vinnie;Ruby;GIFT_BASKET;SEASHELLS;70602.0;1
9300;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4035.0;9
9800;Remy;Vinnie;ROSES;SEASHELLS;14390.0;4
9900;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4035.0;5
10000;Vinnie;Remy;CHOCOLATE;SEASHELLS;7898.0;8
10100;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4035.0;4
10300;Vinnie;Remy;ROSES;SEASHELLS;14388.0;3
10800;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4033.0;8
12100;Remy;Vinnie;ROSES;SEASHELLS;14388.0;1
12700;Vinnie;Remy;CHOCOLATE;SEASHELLS;7895.0;7
13000;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4033.0;8
13200;Vinnie;Ruby;GIFT_BASKET;SEASHELLS;70575.0;1
13300;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4033.0;8
13700;Vinnie;Remy;CHOCOLATE;SEASHELLS;7894.0;7
14200;Vinnie;Remy;CHOCOLATE;SEASHELLS;7894.0;6
14300;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4032.0;5
14400;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4034.0;6
14700;Remy;Vinnie;ROSES;SEASHELLS;14411.0;1
14800;Vinnie;Vladimir;CHOCOLATE;SEASHELLS;7896.0;10
15000;Vinnie;Remy;CHOCOLATE;SEASHELLS;7893.0;5
15200;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4035.0;5
15800;Remy;Vinnie;CHOCOLATE;SEASHELLS;7898.0;7
16200;Vinnie;Remy;ROSES;SEASHELLS;14413.0;4
16700;Vinnie;Remy;ROSES;SEASHELLS;14414.0;3
16800;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4032.0;6
16900;Remy;Vinnie;CHOCOLATE;SEASHELLS;7893.0;5
18300;Vinnie;Vladimir;ROSES;SEASHELLS;14419.0;6
18800;Remy;Vinnie;ROSES;SEASHELLS;14416.0;4
19000;Vinnie;Remy;CHOCOLATE;SEASHELLS;7894.0;7
19400;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4031.0;7
19600;Remy;Vinnie;ROSES;SEASHELLS;14407.0;5
19900;Vinnie;Remy;CHOCOLATE;SEASHELLS;7894.0;5
20000;Remy;Vinnie;ROSES;SEASHELLS;14403.0;1
20300;Remy;Vinnie;CHOCOLATE;SEASHELLS;7897.0;6
20800;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4032.0;4
21000;Ruby;Vinnie;GIFT_BASKET;SEASHELLS;70601.0;2
21100;Remy;Vinnie;ROSES;SEASHELLS;14398.0;5
21400;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4032.0;5
21600;Vinnie;Remy;CHOCOLATE;SEASHELLS;7886.0;8
21700;Vinnie;Remy;ROSES;SEASHELLS;14380.0;3
21800;Remy;Vinnie;CHOCOLATE;SEASHELLS;7889.0;7
21800;Vinnie;Remy;ROSES;SEASHELLS;14378.0;5
22100;Vinnie;Remy;ROSES;SEASHELLS;14378.0;1
22400;Vinnie;Remy;STRAWBERRIES;SEASHELLS;4032.0;9
22900;Vinnie;Remy;ROSES;SEASHELLS;14363.0;5
23100;Remy;Vinnie;STRAWBERRIES;SEASHELLS;4035.0;8
23200;Vinnie;Remy;ROSES;SEASHELLS;14368.0;3
23600;Vinnie;Vladimir;STRAWBERRIES;SEASHELLS;4034.0;3
23600;Vinnie;Remy;ROSES;SEASHELLS;14367.0;2
