day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;GIFT_BASKET;71108;12;71107;27;;;71121;12;71122;27;;;71114.5;0.0
1;0;CHOCOLATE;7987;104;;;;;7989;104;;;;;7988.0;0.0
1;0;ROSES;14545;27;14544;34;;;14546;61;;;;;14545.5;0.0
1;0;STRAWBERRIES;4030;237;;;;;4031;237;;;;;4030.5;0.0
1;100;STRAWBERRIES;4030;52;4029;137;;;4031;189;;;;;4030.5;0.0
1;100;ROSES;14543;20;14542;36;;;14544;56;;;;;14543.5;0.0
1;100;GIFT_BASKET;71109;1;71107;12;71106;20;71119;1;71121;12;71122;20;71114.0;0.0
1;100;CHOCOLATE;7987;100;;;;;7989;100;;;;;7988.0;0.0
1;200;ROSES;14543;26;14542;36;;;14544;62;;;;;14543.5;0.0
1;200;STRAWBERRIES;4029;198;;;;;4031;209;;;;;4030.0;0.0
1;200;GIFT_BASKET;71110;1;71109;15;71108;26;71121;1;71122;15;71123;26;71115.5;0.0
1;200;CHOCOLATE;7987;163;;;;;7988;65;7989;98;;;7987.5;0.0
1;300;CHOCOLATE;7988;117;;;;;7989;53;7990;64;;;7988.5;0.0
1;300;GIFT_BASKET;71117;14;71116;16;;;71130;14;71131;16;;;71123.5;0.0
1;300;ROSES;14541;16;14540;38;;;14542;54;;;;;14541.5;0.0
1;300;STRAWBERRIES;4029;234;;;;;4031;234;;;;;4030.0;0.0
1;400;CHOCOLATE;7989;53;7988;54;;;7990;107;;;;;7989.5;0.0
1;400;GIFT_BASKET;71127;2;71126;16;71125;15;71138;2;71139;16;71140;15;71132.5;0.0
1;400;ROSES;14547;61;;;;;14548;61;;;;;14547.5;0.0
1;400;STRAWBERRIES;4029;211;;;;;4031;211;;;;;4030.0;0.0
1;500;ROSES;14549;54;;;;;14551;54;;;;;14550.0;0.0
1;500;STRAWBERRIES;4030;192;;;;;4031;81;4032;111;;;4030.5;0.0
1;500;CHOCOLATE;7989;40;7988;81;;;7990;121;;;;;7989.5;0.0
1;500;GIFT_BASKET;71134;1;71133;16;71131;20;71145;1;71146;16;71147;20;71139.5;0.0
1;600;ROSES;14550;57;;;;;14551;18;14552;39;;;14550.5;0.0
1;600;STRAWBERRIES;4030;60;4029;114;;;4031;174;;;;;4030.5;0.0
1;600;CHOCOLATE;7989;117;;;;;7991;117;;;;;7990.0;0.0
1;600;GIFT_BASKET;71137;2;71136;17;71135;18;71148;2;71149;17;71150;18;71142.5;0.0
1;700;CHOCOLATE;7988;110;;;;;7990;110;;;;;7989.0;0.0
1;700;GIFT_BASKET;71136;1;71135;11;71134;30;71147;1;71148;11;71149;30;71141.5;0.0
1;700;ROSES;14547;73;;;;;14549;73;;;;;14548.0;0.0
1;700;STRAWBERRIES;4030;194;;;;;4032;200;;;;;4031.0;0.0
