timestamp;buyer;seller;symbol;currency;price;quantity
0;;;AMETHYSTS;SEASHELLS;9996.0;1
0;;;STARFRUIT;SEASHELLS;5003.0;1
0;;;AMETHYSTS;SEASHELLS;9996.0;1
100;;;STARFRUIT;SEASHELLS;5004.0;6
900;;;STARFRUIT;SEASHELLS;5001.0;2
1000;;;STARFRUIT;SEASHELLS;4997.0;2
1100;;;STARFRUIT;SEASHELLS;4997.0;1
1500;;;STARFRUIT;SEASHELLS;5003.0;1
1500;;;AMETHYSTS;SEASHELLS;10004.0;1
1800;;;STARFRUIT;SEASHELLS;5001.0;10
1800;;;STARFRUIT;SEASHELLS;5001.0;1
1800;;;STARFRUIT;SEASHELLS;5002.0;1
2000;;;STARFRUIT;SEASHELLS;5002.0;1
2100;;;STARFRUIT;SEASHELLS;5001.0;4
2500;;;AMETHYSTS;SEASHELLS;9998.0;1
2500;;;STARFRUIT;SEASHELLS;4996.0;11
3200;;;AMETHYSTS;SEASHELLS;9996.0;1
3200;;;STARFRUIT;SEASHELLS;4996.0;1
3300;;;STARFRUIT;SEASHELLS;4997.0;2
3300;;;AMETHYSTS;SEASHELLS;9995.0;2
3600;;;AMETHYSTS;SEASHELLS;10005.0;6
3900;;;STARFRUIT;SEASHELLS;5002.0;1
4000;;;AMETHYSTS;SEASHELLS;9998.0;1
4200;;;AMETHYSTS;SEASHELLS;10004.0;2
4200;;;AMETHYSTS;SEASHELLS;10004.0;1
4200;;;STARFRUIT;SEASHELLS;4998.0;1
4400;;;STARFRUIT;SEASHELLS;5002.0;2
4500;;;STARFRUIT;SEASHELLS;4997.0;8
4500;;;STARFRUIT;SEASHELLS;4997.0;1
5800;;;STARFRUIT;SEASHELLS;4999.0;7
6500;;;STARFRUIT;SEASHELLS;5000.0;5
6600;;;STARFRUIT;SEASHELLS;4999.0;1
6700;;;AMETHYSTS;SEASHELLS;9998.0;2
6700;;;STARFRUIT;SEASHELLS;4998.0;2
6700;;;STARFRUIT;SEASHELLS;4999.0;4
7100;;;STARFRUIT;SEASHELLS;4999.0;5
7200;;;STARFRUIT;SEASHELLS;5005.0;4
7300;;;STARFRUIT;SEASHELLS;4998.0;1
7400;;;STARFRUIT;SEASHELLS;5005.0;1
7400;;;AMETHYSTS;SEASHELLS;10002.0;1
7400;;;STARFRUIT;SEASHELLS;5003.0;1
7500;;;AMETHYSTS;SEASHELLS;10002.0;1
7800;;;STARFRUIT;SEASHELLS;5002.0;1
7800;;;STARFRUIT;SEASHELLS;5002.0;1
8600;;;STARFRUIT;SEASHELLS;5004.0;1
8600;;;AMETHYSTS;SEASHELLS;10002.0;1
8700;;;STARFRUIT;SEASHELLS;5002.0;9
8700;;;STARFRUIT;SEASHELLS;5004.0;2
8700;;;AMETHYSTS;SEASHELLS;10002.0;2
8800;;;STARFRUIT;SEASHELLS;5003.0;1
8800;;;AMETHYSTS;SEASHELLS;10002.0;1
9600;;;AMETHYSTS;SEASHELLS;10000.0;3
10100;;;AMETHYSTS;SEASHELLS;9998.0;1
10200;;;STARFRUIT;SEASHELLS;4996.0;1
10200;;;AMETHYSTS;SEASHELLS;9996.0;1
11100;;;AMETHYSTS;SEASHELLS;10005.0;2
11100;;;STARFRUIT;SEASHELLS;5005.0;12
11100;;;STARFRUIT;SEASHELLS;5005.0;2
11300;;;STARFRUIT;SEASHELLS;4998.0;1
11400;;;STARFRUIT;SEASHELLS;4997.0;1
12000;;;STARFRUIT;SEASHELLS;4999.0;2
12000;;;STARFRUIT;SEASHELLS;4999.0;2
13000;;;STARFRUIT;SEASHELLS;5001.0;2
13000;;;AMETHYSTS;SEASHELLS;9998.0;1
13500;;;STARFRUIT;SEASHELLS;4998.0;1
13600;;;AMETHYSTS;SEASHELLS;9998.0;1
13900;;;STARFRUIT;SEASHELLS;4998.0;2
13900;;;AMETHYSTS;SEASHELLS;9996.0;1
13900;;;AMETHYSTS;SEASHELLS;9996.0;1
