timestamp;buyer;seller;symbol;currency;price;quantity
0;Vinnie;Ruby;AMETHYSTS;SEASHELLS;9996.0;1
0;Remy;Valentina;STARFRUIT;SEASHELLS;5003.0;1
0;Remy;Ruby;AMETHYSTS;SEASHELLS;9996.0;1
100;Ruby;Valentina;STARFRUIT;SEASHELLS;5004.0;6
900;Rhianna;Valentina;STARFRUIT;SEASHELLS;5001.0;2
1000;Vinnie;Ruby;STARFRUIT;SEASHELLS;4997.0;2
1100;Valentina;Remy;STARFRUIT;SEASHELLS;4997.0;1
1500;Remy;Valentina;STARFRUIT;SEASHELLS;5003.0;1
1500;Remy;Vinnie;AMETHYSTS;SEASHELLS;10004.0;1
1800;Ruby;Valentina;STARFRUIT;SEASHELLS;5001.0;10
1800;Ruby;Vladimir;STARFRUIT;SEASHELLS;5001.0;1
1800;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
2000;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
2100;Rhianna;Valentina;STARFRUIT;SEASHELLS;5001.0;4
2500;Valentina;Remy;AMETHYSTS;SEASHELLS;9998.0;1
2500;Valentina;Ruby;STARFRUIT;SEASHELLS;4996.0;11
3200;Vinnie;Remy;AMETHYSTS;SEASHELLS;9996.0;1
3200;Valentina;Remy;STARFRUIT;SEASHELLS;4996.0;1
3300;Vladimir;Remy;STARFRUIT;SEASHELLS;4997.0;2
3300;Valentina;Remy;AMETHYSTS;SEASHELLS;9995.0;2
3600;Ruby;Valentina;AMETHYSTS;SEASHELLS;10005.0;6
3900;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
4000;Vladimir;Rhianna;AMETHYSTS;SEASHELLS;9998.0;1
4200;Ruby;Vinnie;AMETHYSTS;SEASHELLS;10004.0;2
4200;Ruby;Valentina;AMETHYSTS;SEASHELLS;10004.0;1
4200;Vinnie;Remy;STARFRUIT;SEASHELLS;4998.0;1
4400;Ruby;Vladimir;STARFRUIT;SEASHELLS;5002.0;2
4500;Valentina;Ruby;STARFRUIT;SEASHELLS;4997.0;8
4500;Vinnie;Ruby;STARFRUIT;SEASHELLS;4997.0;1
5800;Valentina;Ruby;STARFRUIT;SEASHELLS;4999.0;7
6500;Vinnie;Rhianna;STARFRUIT;SEASHELLS;5000.0;5
6600;Valentina;Remy;STARFRUIT;SEASHELLS;4999.0;1
6700;Vladimir;Remy;AMETHYSTS;SEASHELLS;9998.0;2
6700;Valentina;Remy;STARFRUIT;SEASHELLS;4998.0;2
6700;Valentina;Rhianna;STARFRUIT;SEASHELLS;4999.0;4
7100;Valentina;Rhianna;STARFRUIT;SEASHELLS;4999.0;5
7200;Ruby;Valentina;STARFRUIT;SEASHELLS;5005.0;4
7300;Vinnie;Remy;STARFRUIT;SEASHELLS;4998.0;1
