day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;AMETHYSTS;9998;1;9995;30;;;10005;30;;;;;10001.5;0.0
0;0;STARFRUIT;5036;30;;;;;5043;30;;;;;5039.5;0.0
0;100;AMETHYSTS;9996;1;9995;30;;;10002;6;10004;1;10005;30;9999.0;0.0
0;100;STARFRUIT;5041;4;5037;1;5036;30;5043;31;;;;;5042.0;0.0
0;200;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
0;200;STARFRUIT;5037;1;5036;21;;;5043;1;5044;21;;;5040.0;0.0
0;300;STARFRUIT;5037;25;;;;;5044;25;;;;;5040.5;0.0
0;300;AMETHYSTS;9996;2;9995;23;;;9998;3;10004;2;10005;23;9997.0;0.0
0;400;AMETHYSTS;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
0;400;STARFRUIT;5037;25;;;;;5042;6;5044;25;;;5039.5;0.0
0;500;AMETHYSTS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;0.0
0;500;STARFRUIT;5037;24;;;;;5044;24;;;;;5040.5;0.0
0;600;AMETHYSTS;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;0.0
0;600;STARFRUIT;5037;26;;;;;5044;26;;;;;5040.5;0.0
0;700;STARFRUIT;5037;5;5036;27;;;5043;27;;;;;5040.0;0.0
0;700;AMETHYSTS;9998;7;9995;27;;;10005;27;;;;;10001.5;0.0
0;800;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;800;STARFRUIT;5036;26;;;;;5043;26;;;;;5039.5;0.0
0;900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;900;STARFRUIT;5036;29;;;;;5043;29;;;;;5039.5;0.0
0;1000;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
0;1000;STARFRUIT;5037;2;5036;26;;;5043;28;;;;;5040.0;0.0
0;1100;STARFRUIT;5038;6;5037;25;;;5043;2;5044;23;;;5040.5;0.0
0;1100;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
0;1200;AMETHYSTS;9998;9;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
0;1200;STARFRUIT;5037;8;5036;30;;;5043;30;;;;;5040.0;0.0
0;1300;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
0;1300;STARFRUIT;5036;28;;;;;5037;5;5042;1;5043;27;5036.5;0.0
0;1400;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
0;1400;STARFRUIT;5036;25;;;;;5043;26;;;;;5039.5;0.0
0;1500;STARFRUIT;5041;1;5036;22;;;5043;22;;;;;5042.0;0.0
0;1500;AMETHYSTS;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;0.0
0;1600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
0;1600;STARFRUIT;5037;23;;;;;5043;1;5044;22;;;5040.0;0.0
0;1700;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;0.0
0;1700;STARFRUIT;5036;27;;;;;5041;8;5043;27;;;5038.5;0.0
0;1800;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
0;1800;STARFRUIT;5037;10;5036;25;;;5043;2;5044;25;;;5040.0;0.0
0;1900;STARFRUIT;5036;31;;;;;5043;31;;;;;5039.5;0.0
0;1900;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
0;2000;AMETHYSTS;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;0.0
0;2000;STARFRUIT;5036;26;;;;;5037;7;5043;26;;;5036.5;0.0
0;2100;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;0.0
0;2100;STARFRUIT;5036;23;;;;;5043;23;;;;;5039.5;0.0
0;2200;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
0;2200;STARFRUIT;5036;32;;;;;5043;32;;;;;5039.5;0.0
0;2300;STARFRUIT;5037;24;;;;;5043;2;5044;22;;;5040.0;0.0
0;2300;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
0;2400;AMETHYSTS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
0;2400;STARFRUIT;5042;10;5037;25;;;5043;2;5044;23;;;5042.5;0.0
0;2500;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
0;2500;STARFRUIT;5036;21;;;;;5043;21;;;;;5039.5;0.0
0;2600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
0;2600;STARFRUIT;5035;25;;;;;5042;25;;;;;5038.5;0.0
0;2700;STARFRUIT;5035;25;;;;;5040;3;5041;1;5042;24;5037.5;0.0
0;2700;AMETHYSTS;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
0;2800;AMETHYSTS;9998;5;9995;29;;;10005;29;;;;;10001.5;0.0
0;2800;STARFRUIT;5041;1;5035;29;;;5042;29;;;;;5041.5;0.0
0;2900;AMETHYSTS;10002;10;9996;2;9995;23;10004;2;10005;23;;;10003.0;0.0
0;2900;STARFRUIT;5035;25;;;;;5042;25;;;;;5038.5;0.0
0;3000;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
0;3000;STARFRUIT;5035;2;5034;29;;;5041;31;;;;;5038.0;0.0
0;3100;STARFRUIT;5035;1;5034;26;;;5041;28;;;;;5038.0;0.0
0;3100;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
0;3200;STARFRUIT;5035;32;;;;;5041;2;5042;30;;;5038.0;0.0
0;3200;AMETHYSTS;9996;2;9995;30;;;10002;6;10004;2;10005;30;9999.0;0.0
0;3300;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
0;3300;STARFRUIT;5034;28;;;;;5041;28;;;;;5037.5;0.0
0;3400;STARFRUIT;5034;29;;;;;5041;29;;;;;5037.5;0.0
0;3400;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
