day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;AMETHYSTS;9998;9;9995;23;;;10005;23;;;;;10001.5;0.0
1;0;STARFRUIT;5047;23;;;;;5054;23;;;;;5050.5;0.0
1;100;STARFRUIT;5053;1;5050;2;5047;22;5054;22;;;;;5053.5;0.0
1;100;AMETHYSTS;10002;1;10000;2;9998;4;10004;1;10005;21;;;10003.0;0.0
1;200;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
1;200;STARFRUIT;5048;1;5047;21;;;5054;22;;;;;5051.0;0.0
1;300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;0.0
1;300;STARFRUIT;5053;1;5047;26;;;5054;26;;;;;5053.5;0.0
1;400;AMETHYSTS;9998;8;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
1;400;STARFRUIT;5047;28;;;;;5054;28;;;;;5050.5;0.0
1;500;STARFRUIT;5048;24;;;;;5053;3;5055;24;;;5050.5;0.0
1;500;AMETHYSTS;9998;8;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
1;600;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
1;600;STARFRUIT;5052;5;5048;30;;;5055;30;;;;;5053.5;0.0
1;700;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;700;STARFRUIT;5048;22;;;;;5055;23;;;;;5051.5;0.0
1;800;AMETHYSTS;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;0.0
1;800;STARFRUIT;5048;25;;;;;5051;3;5055;25;;;5049.5;0.0
1;900;STARFRUIT;5048;21;;;;;5055;21;;;;;5051.5;0.0
1;900;AMETHYSTS;9996;1;9995;20;;;9998;11;10004;1;10005;20;9997.0;0.0
1;1000;STARFRUIT;5049;1;5048;30;;;5055;31;;;;;5052.0;0.0
1;1000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
1;1100;AMETHYSTS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;0.0
1;1100;STARFRUIT;5049;22;;;;;5055;1;5056;21;;;5052.0;0.0
1;1200;STARFRUIT;5049;22;;;;;5056;23;;;;;5052.5;0.0
1;1200;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;1300;STARFRUIT;5050;25;;;;;5057;25;;;;;5053.5;0.0
1;1300;AMETHYSTS;10002;1;9995;25;;;10005;25;;;;;10003.5;0.0
1;1400;STARFRUIT;5049;23;;;;;5052;6;5056;23;;;5050.5;0.0
1;1400;AMETHYSTS;9995;23;;;;;10000;6;10005;23;;;9997.5;0.0
1;1500;AMETHYSTS;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;0.0
1;1500;STARFRUIT;5054;1;5049;21;;;5056;21;;;;;5055.0;0.0
1;1600;STARFRUIT;5049;30;;;;;5056;30;;;;;5052.5;0.0
1;1600;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
1;1700;STARFRUIT;5049;28;;;;;5054;8;5056;28;;;5051.5;0.0
1;1700;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;0.0
1;1800;STARFRUIT;5051;4;5048;23;;;5055;23;;;;;5053.0;0.0
1;1800;AMETHYSTS;10000;4;9995;23;;;10002;10;10005;23;;;10001.0;0.0
1;1900;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
1;1900;STARFRUIT;5047;32;;;;;5048;1;5054;32;;;5047.5;0.0
1;2000;STARFRUIT;5049;2;5048;21;;;5055;23;;;;;5052.0;0.0
1;2000;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
1;2100;STARFRUIT;5048;28;;;;;5053;5;5055;28;;;5050.5;0.0
1;2100;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
1;2200;STARFRUIT;5050;4;5049;21;;;5055;1;5056;20;;;5052.5;0.0
1;2200;AMETHYSTS;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;0.0
1;2300;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
1;2300;STARFRUIT;5050;5;5049;24;;;5056;24;;;;;5053.0;0.0
1;2400;STARFRUIT;5049;22;;;;;5055;2;5056;20;;;5052.0;0.0
1;2400;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
1;2500;STARFRUIT;5049;2;5048;21;;;5055;23;;;;;5052.0;0.0
1;2500;AMETHYSTS;9998;3;9996;2;9995;21;10004;2;10005;21;;;10001.0;0.0
1;2600;STARFRUIT;5048;30;;;;;5055;30;;;;;5051.5;0.0
1;2600;AMETHYSTS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;0.0
1;2700;AMETHYSTS;9998;7;9996;2;9995;21;10004;2;10005;21;;;10001.0;0.0
1;2700;STARFRUIT;5049;7;5048;23;;;5055;23;;;;;5052.0;0.0
1;2800;STARFRUIT;5049;27;;;;;5056;27;;;;;5052.5;0.0
1;2800;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;0.0
1;2900;STARFRUIT;5049;22;;;;;5056;22;;;;;5052.5;0.0
1;2900;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
1;3000;STARFRUIT;5054;1;5050;5;5049;30;5056;30;;;;;5055.0;0.0
1;3000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
