day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;0;COCONUT;9990;148;9989;61;;;9992;209;;;;;9991.0;0.0
3;0;COCONUT_COUPON;619;46;;;;;621;46;;;;;620.0;0.0
3;100;COCONUT;9989;171;;;;;9991;114;9992;57;;;9990.0;0.0
3;100;COCONUT_COUPON;620;32;;;;;621;32;;;;;620.5;0.0
3;200;COCONUT;9990;135;9989;57;;;9991;135;9992;57;;;9990.5;0.0
3;200;COCONUT_COUPON;620;39;;;;;621;39;;;;;620.5;0.0
3;300;COCONUT_COUPON;621;42;;;;;622;42;;;;;621.5;0.0
3;300;COCONUT;9991;138;9990;43;;;9992;138;9993;43;;;9991.5;0.0
3;400;COCONUT;9989;128;9988;44;;;9991;172;;;;;9990.0;0.0
3;400;COCONUT_COUPON;621;40;;;;;622;40;;;;;621.5;0.0
3;500;COCONUT;9988;143;9987;63;;;9989;143;9990;63;;;9988.5;0.0
3;500;COCONUT_COUPON;620;43;;;;;621;43;;;;;620.5;0.0
3;600;COCONUT;9986;133;9985;59;;;9987;133;9988;59;;;9986.5;0.0
3;600;COCONUT_COUPON;618;41;;;;;620;41;;;;;619.0;0.0
3;700;COCONUT_COUPON;618;48;;;;;619;48;;;;;618.5;0.0
3;700;COCONUT;9986;128;9985;66;;;9987;128;9988;66;;;9986.5;0.0
3;800;COCONUT;9986;5;9985;176;;;9987;129;9988;47;;;9986.5;0.0
3;800;COCONUT_COUPON;618;31;;;;;619;31;;;;;618.5;0.0
3;900;COCONUT;9985;125;9984;54;;;9986;125;9987;54;;;9985.5;0.0
3;900;COCONUT_COUPON;618;37;;;;;619;37;;;;;618.5;0.0
3;1000;COCONUT;9985;194;;;;;9987;126;9988;68;;;9986.0;0.0
3;1000;COCONUT_COUPON;618;34;;;;;619;34;;;;;618.5;0.0
3;1100;COCONUT_COUPON;617;37;;;;;618;37;;;;;617.5;0.0
3;1100;COCONUT;9986;144;9985;65;;;9987;144;9988;65;;;9986.5;0.0
3;1200;COCONUT;9986;123;9985;68;;;9988;191;;;;;9987.0;0.0
3;1200;COCONUT_COUPON;617;32;;;;;618;47;;;;;617.5;0.0
3;1300;COCONUT;9984;125;9983;77;;;9985;125;9986;77;;;9984.5;0.0
3;1300;COCONUT_COUPON;615;36;;;;;616;36;;;;;615.5;0.0
3;1400;COCONUT;9983;140;9982;55;;;9984;140;9985;55;;;9983.5;0.0
3;1400;COCONUT_COUPON;614;45;;;;;615;45;;;;;614.5;0.0
3;1500;COCONUT_COUPON;613;39;;;;;614;39;;;;;613.5;0.0
3;1500;COCONUT;9982;208;;;;;9984;134;9985;74;;;9983.0;0.0
3;1600;COCONUT;9983;131;9982;44;;;9984;131;9985;44;;;9983.5;0.0
3;1600;COCONUT_COUPON;613;37;;;;;615;37;;;;;614.0;0.0
3;1700;COCONUT;9983;209;;;;;9985;133;9986;78;;;9984.0;0.0
3;1700;COCONUT_COUPON;615;36;;;;;616;36;;;;;615.5;0.0
3;1800;COCONUT;9982;197;;;;;9984;120;9985;77;;;9983.0;0.0
3;1800;COCONUT_COUPON;615;50;;;;;616;36;;;;;615.5;0.0
3;1900;COCONUT_COUPON;616;51;;;;;617;38;;;;;616.5;0.0
3;1900;COCONUT;9982;110;9981;59;;;9983;119;9984;59;;;9982.5;0.0
3;2000;COCONUT;9982;121;9981;60;;;9984;181;;;;;9983.0;0.0
3;2000;COCONUT_COUPON;614;38;;;;;615;38;;;;;614.5;0.0
3;2100;COCONUT;9983;143;9982;40;;;9985;183;;;;;9984.0;0.0
3;2100;COCONUT_COUPON;615;42;;;;;616;42;;;;;615.5;0.0
3;2200;COCONUT;9984;176;;;;;9986;110;9987;66;;;9985.0;0.0
3;2200;COCONUT_COUPON;617;38;;;;;618;38;;;;;617.5;0.0
3;2300;COCONUT_COUPON;618;47;;;;;619;47;;;;;618.5;0.0
3;2300;COCONUT;9984;170;;;;;9986;102;9987;68;;;9985.0;0.0
3;2400;COCONUT;9985;124;9984;63;;;9986;124;9987;63;;;9985.5;0.0
3;2400;COCONUT_COUPON;619;39;;;;;620;39;;;;;619.5;0.0
3;2500;COCONUT;9983;101;9982;43;;;9985;144;;;;;9984.0;0.0
3;2500;COCONUT_COUPON;618;38;;;;;619;38;;;;;618.5;0.0
3;2600;COCONUT;9985;98;9984;52;;;9986;103;9987;52;;;9985.5;0.0
3;2600;COCONUT_COUPON;619;43;;;;;620;43;;;;;619.5;0.0
3;2700;COCONUT_COUPON;615;48;;;;;616;48;;;;;615.5;0.0
3;2700;COCONUT;9984;149;9983;73;;;9986;222;;;;;9985.0;0.0
3;2800;COCONUT;9986;137;9985;73;;;9988;210;;;;;9987.0;0.0
3;2800;COCONUT_COUPON;618;46;;;;;619;46;;;;;618.5;0.0
3;2900;COCONUT;9987;130;9986;42;;;9988;130;9989;42;;;9987.5;0.0
3;2900;COCONUT_COUPON;619;37;;;;;620;37;;;;;619.5;0.0
3;3000;COCONUT;9987;100;9986;64;;;9988;100;9989;64;;;9987.5;0.0
3;3000;COCONUT_COUPON;619;35;;;;;620;35;;;;;619.5;0.0
3;3100;COCONUT_COUPON;619;38;;;;;620;38;;;;;619.5;0.0
3;3100;COCONUT;9986;210;;;;;9988;142;9989;68;;;9987.0;0.0
3;3200;COCONUT;9987;105;9986;50;;;9988;105;9989;50;;;9987.5;0.0
3;3200;COCONUT_COUPON;618;37;;;;;619;37;;;;;618.5;0.0
3;3300;COCONUT;9987;108;9986;75;;;9988;108;9989;75;;;9987.5;0.0
3;3300;COCONUT_COUPON;617;28;;;;;618;11;619;17;;;617.5;0.0
3;3400;COCONUT;9987;108;9986;54;;;9988;108;9989;54;;;9987.5;0.0
