timestamp;buyer;seller;symbol;currency;price;quantity
800;;;COCONUT_COUPON;SEASHELLS;636.0;5
900;;;COCONUT_COUPON;SEASHELLS;634.0;17
1100;;;COCONUT_COUPON;SEASHELLS;635.0;17
1900;;;COCONUT_COUPON;SEASHELLS;635.0;16
2000;;;COCONUT_COUPON;SEASHELLS;637.0;14
3000;;;COCONUT_COUPON;SEASHELLS;631.0;6
3900;;;COCONUT_COUPON;SEASHELLS;635.0;2
3900;;;COCONUT_COUPON;SEASHELLS;635.0;10
4200;;;COCONUT_COUPON;SEASHELLS;635.0;20
4300;;;COCONUT_COUPON;SEASHELLS;635.0;2
4300;;;COCONUT_COUPON;SEASHELLS;635.0;16
4900;;;COCONUT_COUPON;SEASHELLS;636.0;12
5200;;;COCONUT;SEASHELLS;9997.0;8
6500;;;COCONUT_COUPON;SEASHELLS;642.0;9
6800;;;COCONUT_COUPON;SEASHELLS;643.0;11
7900;;;COCONUT_COUPON;SEASHELLS;635.0;18
8900;;;COCONUT_COUPON;SEASHELLS;639.0;15
8900;;;COCONUT_COUPON;SEASHELLS;639.0;5
9300;;;COCONUT;SEASHELLS;10005.0;6
10500;;;COCONUT_COUPON;SEASHELLS;635.0;16
10500;;;COCONUT_COUPON;SEASHELLS;635.0;4
10900;;;COCONUT;SEASHELLS;10007.0;10
12500;;;COCONUT;SEASHELLS;10003.0;10
14500;;;COCONUT_COUPON;SEASHELLS;641.0;11
14600;;;COCONUT_COUPON;SEASHELLS;641.0;6
14600;;;COCONUT_COUPON;SEASHELLS;641.0;11
14900;;;COCONUT;SEASHELLS;10004.0;10
15300;;;COCONUT_COUPON;SEASHELLS;641.0;14
15500;;;COCONUT_COUPON;SEASHELLS;639.0;4
15500;;;COCONUT_COUPON;SEASHELLS;639.0;16
16000;;;COCONUT;SEASHELLS;10001.0;8
16200;;;COCONUT;SEASHELLS;10000.0;10
16400;;;COCONUT_COUPON;SEASHELLS;635.0;11
16600;;;COCONUT_COUPON;SEASHELLS;633.0;9
17100;;;COCONUT;SEASHELLS;10000.0;10
18400;;;COCONUT_COUPON;SEASHELLS;638.0;14
20100;;;COCONUT;SEASHELLS;9990.0;10
20100;;;COCONUT;SEASHELLS;9990.0;5
20700;;;COCONUT_COUPON;SEASHELLS;631.0;6
20800;;;COCONUT;SEASHELLS;9993.0;10
22900;;;COCONUT_COUPON;SEASHELLS;627.0;7
23600;;;COCONUT;SEASHELLS;9988.0;7
23800;;;COCONUT;SEASHELLS;9988.0;5
24900;;;COCONUT;SEASHELLS;9990.0;6
25400;;;COCONUT;SEASHELLS;9991.0;10
25700;;;COCONUT;SEASHELLS;9993.0;9
26500;;;COCONUT;SEASHELLS;9996.0;3
26600;;;COCONUT_COUPON;SEASHELLS;625.0;17
26600;;;COCONUT_COUPON;SEASHELLS;625.0;10
26800;;;COCONUT_COUPON;SEASHELLS;623.0;20
29400;;;COCONUT_COUPON;SEASHELLS;624.0;20
30200;;;COCONUT;SEASHELLS;9994.0;7
30500;;;COCONUT;SEASHELLS;9993.0;9
31000;;;COCONUT_COUPON;SEASHELLS;628.0;19
31300;;;COCONUT;SEASHELLS;9993.0;7
31800;;;COCONUT_COUPON;SEASHELLS;637.0;11
32400;;;COCONUT;SEASHELLS;9993.0;5
33000;;;COCONUT;SEASHELLS;9994.0;1
33100;;;COCONUT_COUPON;SEASHELLS;637.0;15
33200;;;COCONUT;SEASHELLS;9994.0;10
34200;;;COCONUT_COUPON;SEASHELLS;630.0;20
35400;;;COCONUT_COUPON;SEASHELLS;635.0;15
36000;;;COCONUT_COUPON;SEASHELLS;634.0;10
36200;;;COCONUT_COUPON;SEASHELLS;634.0;5
36900;;;COCONUT_COUPON;SEASHELLS;634.0;15
37300;;;COCONUT_COUPON;SEASHELLS;632.0;20
38800;;;COCONUT_COUPON;SEASHELLS;638.0;11
39100;;;COCONUT_COUPON;SEASHELLS;637.0;12
39700;;;COCONUT_COUPON;SEASHELLS;643.0;10
40800;;;COCONUT_COUPON;SEASHELLS;636.0;16
41200;;;COCONUT;SEASHELLS;9981.0;9
41500;;;COCONUT_COUPON;SEASHELLS;638.0;16
41600;;;COCONUT;SEASHELLS;9978.0;10
42400;;;COCONUT;SEASHELLS;9979.0;8
42700;;;COCONUT;SEASHELLS;9978.0;5
42900;;;COCONUT;SEASHELLS;9975.0;5
43100;;;COCONUT;SEASHELLS;9974.0;8
43300;;;COCONUT;SEASHELLS;9975.0;9
43500;;;COCONUT_COUPON;SEASHELLS;627.0;12
44000;;;COCONUT_COUPON;SEASHELLS;629.0;5
44600;;;COCONUT_COUPON;SEASHELLS;628.0;19
44600;;;COCONUT_COUPON;SEASHELLS;627.0;13
45700;;;COCONUT_COUPON;SEASHELLS;620.0;20
46300;;;COCONUT;SEASHELLS;9970.0;5
46400;;;COCONUT;SEASHELLS;9969.0;8
46600;;;COCONUT_COUPON;SEASHELLS;616.0;16
47300;;;COCONUT_COUPON;SEASHELLS;615.0;14
47800;;;COCONUT_COUPON;SEASHELLS;614.0;13
47900;;;COCONUT_COUPON;SEASHELLS;614.0;16
48100;;;COCONUT_COUPON;SEASHELLS;615.0;10
48100;;;COCONUT;SEASHELLS;9969.0;8
48600;;;COCONUT;SEASHELLS;9964.0;5
49600;;;COCONUT_COUPON;SEASHELLS;613.0;20
49900;;;COCONUT_COUPON;SEASHELLS;618.0;12
50600;;;COCONUT_COUPON;SEASHELLS;616.0;13
51100;;;COCONUT_COUPON;SEASHELLS;619.0;14
51300;;;COCONUT;SEASHELLS;9969.0;3
52200;;;COCONUT;SEASHELLS;9970.0;8
52500;;;COCONUT_COUPON;SEASHELLS;621.0;2
52800;;;COCONUT;SEASHELLS;9972.0;3
54100;;;COCONUT;SEASHELLS;9975.0;6
54200;;;COCONUT_COUPON;SEASHELLS;622.0;4
