timestamp;buyer;seller;symbol;currency;price;quantity
1200;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;617.0;15
1700;Vinnie;Rhianna;COCONUT;SEASHELLS;9983.0;2
1900;Vinnie;Vinnie;COCONUT;SEASHELLS;9982.0;9
2100;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;616.0;13
2600;Vinnie;Vinnie;COCONUT;SEASHELLS;9985.0;5
4100;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;612.0;12
5500;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;609.0;9
5900;Vinnie;Raj;COCONUT;SEASHELLS;9978.0;5
7500;Vinnie;Raj;COCONUT;SEASHELLS;9978.0;6
8200;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;600.0;4
9400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;601.0;20
10000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;605.0;11
10200;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;603.0;14
10600;Vladimir;Valentina;COCONUT_COUPON;SEASHELLS;604.0;8
11500;Raj;Vinnie;COCONUT;SEASHELLS;9972.0;8
11800;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;606.0;14
11800;Vinnie;Vinnie;COCONUT;SEASHELLS;9973.0;5
12800;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;608.0;11
12900;Vinnie;Vinnie;COCONUT;SEASHELLS;9976.0;10
13300;Rhianna;Vinnie;COCONUT;SEASHELLS;9975.0;3
13700;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;609.0;11
14300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;607.0;17
14600;Vinnie;Vinnie;COCONUT;SEASHELLS;9976.0;6
14600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;608.0;12
15800;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;610.0;6
17600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;604.0;20
19700;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;603.0;12
22700;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;603.0;12
22800;Rhianna;Vinnie;COCONUT;SEASHELLS;9969.0;3
22900;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;604.0;7
23000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;605.0;16
24200;Vinnie;Vinnie;COCONUT;SEASHELLS;9967.0;10
24400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;607.0;16
25500;Vinnie;Vinnie;COCONUT;SEASHELLS;9966.0;10
26600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;608.0;17
27000;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;608.0;7
27300;Rhianna;Vinnie;COCONUT;SEASHELLS;9970.0;2
27700;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;607.0;13
28400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;603.0;11
28400;Vladimir;Ruby;COCONUT_COUPON;SEASHELLS;603.0;2
28400;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;603.0;14
29700;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;601.0;14
29900;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;602.0;8
30600;Vinnie;Vinnie;COCONUT;SEASHELLS;9963.0;8
30800;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;601.0;17
31200;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;602.0;15
31200;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;602.0;5
31500;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;604.0;6
31600;Raj;Vinnie;COCONUT;SEASHELLS;9964.0;5
32000;Vinnie;Vinnie;COCONUT;SEASHELLS;9962.0;5
32900;Vinnie;Vinnie;COCONUT;SEASHELLS;9963.0;8
