day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;COCONUT;9999;200;;;;;10001;200;;;;;10000.0;0.0
1;0;COCONUT_COUPON;637;39;;;;;638;39;;;;;637.5;0.0
1;100;COCONUT;9999;104;9998;44;;;10000;104;10001;44;;;9999.5;0.0
1;100;COCONUT_COUPON;637;33;;;;;638;33;;;;;637.5;0.0
1;200;COCONUT;9998;133;9997;62;;;9999;133;10000;62;;;9998.5;0.0
1;200;COCONUT_COUPON;637;42;;;;;638;42;;;;;637.5;0.0
1;300;COCONUT_COUPON;638;30;;;;;639;30;;;;;638.5;0.0
1;300;COCONUT;9999;149;9998;51;;;10000;149;10001;51;;;9999.5;0.0
1;400;COCONUT;9998;108;9997;63;;;9999;103;10000;63;;;9998.5;0.0
1;400;COCONUT_COUPON;637;33;;;;;638;33;;;;;637.5;0.0
1;500;COCONUT;9996;114;9995;42;;;9997;114;9998;42;;;9996.5;0.0
1;500;COCONUT_COUPON;637;37;;;;;638;37;;;;;637.5;0.0
1;600;COCONUT;9996;206;;;;;9998;141;9999;65;;;9997.0;0.0
1;600;COCONUT_COUPON;636;37;;;;;637;37;;;;;636.5;0.0
1;700;COCONUT_COUPON;639;42;;;;;640;42;;;;;639.5;0.0
1;700;COCONUT;9997;125;9996;65;;;9999;190;;;;;9998.0;0.0
1;800;COCONUT;9996;162;;;;;9998;119;9999;43;;;9997.0;0.0
1;800;COCONUT_COUPON;636;49;;;;;637;42;;;;;636.5;0.0
1;900;COCONUT;9996;116;9995;72;;;9997;116;9998;72;;;9996.5;0.0
1;900;COCONUT_COUPON;634;16;;;;;635;33;;;;;634.5;0.0
1;1000;COCONUT;9999;103;9998;75;;;10000;103;10001;75;;;9999.5;0.0
1;1000;COCONUT_COUPON;636;5;635;46;;;637;46;;;;;636.5;0.0
1;1100;COCONUT_COUPON;635;38;;;;;636;38;;;;;635.5;0.0
1;1100;COCONUT;9997;158;;;;;9999;105;10000;53;;;9998.0;0.0
1;1200;COCONUT;9997;116;9996;59;;;9998;116;9999;59;;;9997.5;0.0
1;1200;COCONUT_COUPON;635;45;;;;;636;34;;;;;635.5;0.0
1;1300;COCONUT;9998;112;9997;52;;;10000;164;;;;;9999.0;0.0
1;1300;COCONUT_COUPON;634;51;;;;;635;41;;;;;634.5;0.0
1;1400;COCONUT;9999;116;9998;78;;;10000;116;10001;78;;;9999.5;0.0
1;1400;COCONUT_COUPON;634;44;;;;;635;44;;;;;634.5;0.0
1;1500;COCONUT_COUPON;634;49;;;;;635;49;;;;;634.5;0.0
1;1500;COCONUT;10001;104;10000;74;;;10002;104;10003;74;;;10001.5;0.0
1;1600;COCONUT;10001;172;;;;;10003;130;10004;42;;;10002.0;0.0
1;1600;COCONUT_COUPON;635;34;;;;;636;17;637;17;;;635.5;0.0
1;1700;COCONUT;10001;107;10000;69;;;10002;107;10003;69;;;10001.5;0.0
1;1700;COCONUT_COUPON;635;33;;;;;636;33;;;;;635.5;0.0
1;1800;COCONUT;10001;116;10000;67;;;10003;175;;;;;10002.0;0.0
1;1800;COCONUT_COUPON;635;40;;;;;637;40;;;;;636.0;0.0
1;1900;COCONUT_COUPON;635;33;;;;;636;49;;;;;635.5;0.0
1;1900;COCONUT;10000;219;;;;;10002;141;10003;78;;;10001.0;0.0
1;2000;COCONUT;10001;198;;;;;10003;143;10004;55;;;10002.0;0.0
1;2000;COCONUT_COUPON;637;33;;;;;638;47;;;;;637.5;0.0
1;2100;COCONUT;10002;148;10001;57;;;10003;148;10004;57;;;10002.5;0.0
1;2100;COCONUT_COUPON;637;46;;;;;638;40;;;;;637.5;0.0
1;2200;COCONUT;10001;140;10000;62;;;10002;140;10003;62;;;10001.5;0.0
1;2200;COCONUT_COUPON;635;51;;;;;636;41;;;;;635.5;0.0
1;2300;COCONUT_COUPON;634;46;;;;;635;46;;;;;634.5;0.0
1;2300;COCONUT;10001;114;10000;40;;;10003;154;;;;;10002.0;0.0
1;2400;COCONUT;10000;105;9999;53;;;10002;158;;;;;10001.0;0.0
1;2400;COCONUT_COUPON;634;29;;;;;635;29;;;;;634.5;0.0
1;2500;COCONUT;10000;190;;;;;10002;131;10003;59;;;10001.0;0.0
1;2500;COCONUT_COUPON;634;2;633;37;;;635;39;;;;;634.5;0.0
1;2600;COCONUT;10000;126;9999;77;;;10001;126;10002;77;;;10000.5;0.0
1;2600;COCONUT_COUPON;633;33;;;;;634;33;;;;;633.5;0.0
1;2700;COCONUT_COUPON;633;35;;;;;635;35;;;;;634.0;0.0
1;2700;COCONUT;10000;105;9999;41;;;10002;146;;;;;10001.0;0.0
1;2800;COCONUT;9998;143;9997;41;;;9999;143;10000;41;;;9998.5;0.0
1;2800;COCONUT_COUPON;633;40;;;;;634;40;;;;;633.5;0.0
1;2900;COCONUT;9998;106;9997;46;;;10000;152;;;;;9999.0;0.0
1;2900;COCONUT_COUPON;632;41;;;;;633;41;;;;;632.5;0.0
1;3000;COCONUT;9997;134;9996;54;;;9998;134;9999;54;;;9997.5;0.0
1;3000;COCONUT_COUPON;630;30;;;;;631;24;;;;;630.5;0.0
1;3100;COCONUT_COUPON;634;37;;;;;635;37;;;;;634.5;0.0
1;3100;COCONUT;9998;123;9997;41;;;9999;123;10000;41;;;9998.5;0.0
1;3200;COCONUT_COUPON;634;68;;;;;635;48;;;;;634.5;0.0
1;3200;COCONUT;9997;100;9996;73;;;9998;100;9999;73;;;9997.5;0.0
1;3300;COCONUT;9996;129;9995;62;;;9998;191;;;;;9997.0;0.0
1;3300;COCONUT_COUPON;634;27;;;;;635;27;;;;;634.5;0.0
1;3400;COCONUT_COUPON;633;31;;;;;634;31;;;;;633.5;0.0
1;3400;COCONUT;9995;207;;;;;9997;142;9998;65;;;9996.0;0.0
1;3500;COCONUT_COUPON;635;46;;;;;636;46;;;;;635.5;0.0
1;3500;COCONUT;9996;105;9995;73;;;9997;105;9998;73;;;9996.5;0.0
1;3600;COCONUT_COUPON;637;40;;;;;638;40;;;;;637.5;0.0
1;3600;COCONUT;9997;121;9996;65;;;9998;121;9999;65;;;9997.5;0.0
1;3700;COCONUT;9997;128;9996;63;;;9998;128;9999;63;;;9997.5;0.0
1;3700;COCONUT_COUPON;637;43;;;;;638;43;;;;;637.5;0.0
1;3800;COCONUT_COUPON;636;44;;;;;637;44;;;;;636.5;0.0
1;3800;COCONUT;9997;100;9996;60;;;9998;100;9999;60;;;9997.5;0.0
1;3900;COCONUT_COUPON;635;0;634;27;;;636;39;;;;;635.5;0.0
1;3900;COCONUT;9997;119;9996;79;;;9998;119;9999;79;;;9997.5;0.0
1;4000;COCONUT_COUPON;636;33;;;;;637;33;;;;;636.5;0.0
1;4000;COCONUT;9997;146;9996;52;;;9998;146;9999;52;;;9997.5;0.0
1;4100;COCONUT;9997;143;9996;67;;;9998;143;9999;67;;;9997.5;0.0
1;4100;COCONUT_COUPON;636;48;;;;;637;48;;;;;636.5;0.0
1;4200;COCONUT_COUPON;634;40;;;;;635;40;;;;;634.5;0.0
1;4200;COCONUT;9996;140;9995;51;;;9998;191;;;;;9997.0;0.0
1;4300;COCONUT_COUPON;635;16;;;;;636;34;;;;;635.5;0.0
1;4300;COCONUT;9996;138;9995;76;;;9998;214;;;;;9997.0;0.0
1;4400;COCONUT_COUPON;636;36;;;;;637;36;;;;;636.5;0.0
1;4400;COCONUT;9998;141;9997;44;;;9999;141;10000;44;;;9998.5;0.0
1;4500;COCONUT;9999;136;9998;78;;;10000;136;10001;78;;;9999.5;0.0
1;4500;COCONUT_COUPON;636;49;;;;;637;49;;;;;636.5;0.0
1;4600;COCONUT_COUPON;634;35;;;;;635;35;;;;;634.5;0.0
1;4600;COCONUT;9997;112;9996;70;;;9998;112;9999;70;;;9997.5;0.0
1;4700;COCONUT_COUPON;634;36;;;;;635;36;;;;;634.5;0.0
1;4700;COCONUT;9997;133;9996;66;;;9998;133;9999;66;;;9997.5;0.0
1;4800;COCONUT_COUPON;635;41;;;;;636;41;;;;;635.5;0.0
1;4800;COCONUT;9997;112;9996;67;;;9998;112;9999;67;;;9997.5;0.0
1;4900;COCONUT;9996;187;;;;;9998;122;9999;65;;;9997.0;0.0
1;4900;COCONUT_COUPON;636;39;;;;;637;39;;;;;636.5;0.0
1;5000;COCONUT_COUPON;635;33;;;;;636;33;;;;;635.5;0.0
1;5000;COCONUT;9996;129;9995;62;;;9997;129;9998;62;;;9996.5;0.0
1;5100;COCONUT_COUPON;636;46;;;;;637;46;;;;;636.5;0.0
1;5100;COCONUT;9996;128;9995;42;;;9997;128;9998;42;;;9996.5;0.0
1;5200;COCONUT_COUPON;638;43;;;;;639;43;;;;;638.5;0.0
1;5200;COCONUT;9997;99;9996;64;;;9998;107;9999;64;;;9997.5;0.0
1;5300;COCONUT;9998;131;9997;69;;;9999;131;10000;69;;;9998.5;0.0
1;5300;COCONUT_COUPON;638;40;;;;;639;40;;;;;638.5;0.0
1;5400;COCONUT_COUPON;636;37;;;;;637;37;;;;;636.5;0.0
1;5400;COCONUT;9998;119;9997;51;;;9999;119;10000;51;;;9998.5;0.0
1;5500;COCONUT_COUPON;639;40;;;;;640;40;;;;;639.5;0.0
1;5500;COCONUT;9999;147;9998;49;;;10000;147;10001;49;;;9999.5;0.0
1;5600;COCONUT_COUPON;640;28;;;;;641;28;;;;;640.5;0.0
1;5600;COCONUT;9999;111;9998;58;;;10000;111;10001;58;;;9999.5;0.0
1;5700;COCONUT;9999;127;9998;69;;;10001;189;;;;;10000.0;0.0
1;5700;COCONUT_COUPON;641;49;;;;;642;49;;;;;641.5;0.0
1;5800;COCONUT_COUPON;642;48;;;;;643;48;;;;;642.5;0.0
1;5800;COCONUT;9999;135;9998;58;;;10000;135;10001;58;;;9999.5;0.0
1;5900;COCONUT_COUPON;642;36;;;;;643;36;;;;;642.5;0.0
1;5900;COCONUT;9997;168;;;;;9999;107;10000;61;;;9998.0;0.0
1;6000;COCONUT_COUPON;641;41;;;;;642;41;;;;;641.5;0.0
1;6000;COCONUT;9997;125;9996;48;;;9998;125;9999;48;;;9997.5;0.0
1;6100;COCONUT;9997;120;9996;42;;;9999;162;;;;;9998.0;0.0
1;6100;COCONUT_COUPON;642;39;;;;;643;39;;;;;642.5;0.0
1;6200;COCONUT_COUPON;642;35;;;;;643;35;;;;;642.5;0.0
1;6200;COCONUT;9998;190;;;;;10000;121;10001;69;;;9999.0;0.0
1;6300;COCONUT_COUPON;642;37;;;;;643;37;;;;;642.5;0.0
1;6300;COCONUT;9999;142;9998;63;;;10000;142;10001;63;;;9999.5;0.0
1;6400;COCONUT_COUPON;642;42;;;;;643;42;;;;;642.5;0.0
1;6400;COCONUT;10001;102;10000;60;;;10002;102;10003;60;;;10001.5;0.0
1;6500;COCONUT;10002;148;10001;45;;;10003;148;10004;45;;;10002.5;0.0
1;6500;COCONUT_COUPON;642;38;;;;;643;27;;;;;642.5;0.0
1;6600;COCONUT_COUPON;643;40;;;;;644;40;;;;;643.5;0.0
1;6600;COCONUT;10002;121;10001;67;;;10003;121;10004;67;;;10002.5;0.0
1;6700;COCONUT_COUPON;643;29;;;;;644;29;;;;;643.5;0.0
1;6700;COCONUT;10002;7;10001;181;;;10003;127;10004;54;;;10002.5;0.0
1;6800;COCONUT_COUPON;643;30;;;;;644;41;;;;;643.5;0.0
1;6800;COCONUT;10004;115;10003;58;;;10005;115;10006;58;;;10004.5;0.0
1;6900;COCONUT;10003;157;;;;;10005;105;10006;52;;;10004.0;0.0
1;6900;COCONUT_COUPON;642;41;;;;;643;41;;;;;642.5;0.0
1;7000;COCONUT_COUPON;640;39;;;;;642;39;;;;;641.0;0.0
1;7000;COCONUT;10002;173;;;;;10004;120;10005;53;;;10003.0;0.0
1;7100;COCONUT_COUPON;640;41;;;;;641;41;;;;;640.5;0.0
1;7100;COCONUT;10003;101;10002;56;;;10004;101;10005;56;;;10003.5;0.0
1;7200;COCONUT_COUPON;640;28;;;;;641;28;;;;;640.5;0.0
