day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;0;ORCHIDS;1090;8;1089;5;1082;49;1099;8;1100;5;1108;49;1094.5;0.0
3;0;CHOCOLATE;7750;136;;;;;7752;136;;;;;7751.0;0.0
3;0;GIFT_BASKET;69548;2;69547;15;69546;21;69559;2;69560;15;69561;21;69553.5;0.0
3;0;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
3;0;STARFRUIT;5002;1;5001;28;;;5008;28;;;;;5005.0;0.0
3;0;ROSES;14415;53;;;;;14416;53;;;;;14415.5;0.0
3;0;COCONUT;9990;136;9989;49;;;9992;185;;;;;9991.0;0.0
3;0;STRAWBERRIES;3984;272;;;;;3986;272;;;;;3985.0;0.0
3;0;COCONUT_COUPON;619;38;;;;;621;38;;;;;620.0;0.0
3;100;STRAWBERRIES;3984;155;;;;;3986;155;;;;;3985.0;0.0
3;100;ROSES;14418;20;14417;45;;;14419;65;;;;;14418.5;0.0
3;100;AMETHYSTS;9996;1;9995;25;;;9998;1;10002;8;10004;1;9997.0;0.0
3;100;STARFRUIT;5001;26;;;;;5008;26;;;;;5004.5;0.0
3;100;ORCHIDS;1091;10;1090;2;1083;53;1099;10;1100;2;1107;53;1095.0;0.0
3;100;COCONUT;9989;143;;;;;9991;101;9992;42;;;9990.0;0.0
3;100;CHOCOLATE;7751;48;7750;50;;;7752;98;;;;;7751.5;0.0
3;100;GIFT_BASKET;69551;1;69549;18;69548;20;69561;1;69562;18;69563;20;69556.0;0.0
3;100;COCONUT_COUPON;620;39;;;;;621;39;;;;;620.5;0.0
3;200;STARFRUIT;5001;21;;;;;5008;21;;;;;5004.5;0.0
3;200;COCONUT;9990;99;9989;67;;;9991;105;9992;67;;;9990.5;0.0
3;200;STRAWBERRIES;3984;236;;;;;3986;236;;;;;3985.0;0.0
3;200;ROSES;14420;71;;;;;14422;71;;;;;14421.0;0.0
3;200;COCONUT_COUPON;620;41;;;;;621;41;;;;;620.5;0.0
3;200;ORCHIDS;1090;5;1089;5;1082;41;1094;6;1098;5;1099;5;1092.0;0.0
3;200;CHOCOLATE;7751;108;;;;;7752;38;7753;70;;;7751.5;0.0
3;200;GIFT_BASKET;69557;15;69556;26;;;69569;15;69571;26;;;69563.0;0.0
3;200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;0.0
3;300;CHOCOLATE;7750;119;;;;;7751;39;7752;80;;;7750.5;0.0
3;300;GIFT_BASKET;69546;1;69545;13;69544;27;69557;1;69558;13;69559;27;69551.5;0.0
3;300;COCONUT_COUPON;621;41;;;;;622;41;;;;;621.5;0.0
3;300;STRAWBERRIES;3984;189;;;;;3985;80;3986;109;;;3984.5;0.0
3;300;ROSES;14422;65;;;;;14424;65;;;;;14423.0;0.0
3;300;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
3;300;STARFRUIT;5002;1;5001;26;;;5008;27;;;;;5005.0;0.0
3;300;ORCHIDS;1090;6;1089;4;1082;45;1098;6;1099;4;1106;45;1094.0;0.0
3;300;COCONUT;9991;114;9990;42;;;9992;114;9993;42;;;9991.5;0.0
3;400;ORCHIDS;1090;10;1089;3;1082;56;1098;10;1099;3;1106;56;1094.0;0.0
3;400;CHOCOLATE;7749;129;;;;;7750;49;7751;80;;;7749.5;0.0
3;400;GIFT_BASKET;69541;18;69540;18;;;69554;18;69555;18;;;69547.5;0.0
3;400;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;0.0
3;400;STARFRUIT;5006;1;5000;28;;;5007;28;;;;;5006.5;0.0
3;400;COCONUT;9989;129;9988;71;;;9991;200;;;;;9990.0;0.0
3;400;STRAWBERRIES;3984;207;;;;;3986;207;;;;;3985.0;0.0
3;400;ROSES;14425;56;;;;;14427;56;;;;;14426.0;0.0
3;400;COCONUT_COUPON;621;36;;;;;622;36;;;;;621.5;0.0
3;500;STRAWBERRIES;3984;239;;;;;3985;75;3986;164;;;3984.5;0.0
3;500;ROSES;14425;70;;;;;14426;70;;;;;14425.5;0.0
3;500;AMETHYSTS;10002;6;9995;25;;;10005;25;;;;;10003.5;0.0
3;500;STARFRUIT;5000;25;;;;;5007;25;;;;;5003.5;0.0
3;500;ORCHIDS;1090;5;1089;3;1082;49;1098;5;1099;3;1106;49;1094.0;0.0
3;500;COCONUT;9988;107;9987;48;;;9989;107;9990;48;;;9988.5;0.0
3;500;CHOCOLATE;7749;106;;;;;7750;41;7751;75;;;7749.5;0.0
3;500;GIFT_BASKET;69539;19;69538;24;;;69552;19;69553;24;;;69545.5;0.0
3;500;COCONUT_COUPON;620;24;;;;;621;43;;;;;620.5;0.0
3;600;STARFRUIT;5000;30;;;;;5007;30;;;;;5003.5;0.0
3;600;COCONUT;9986;140;9985;72;;;9987;140;9988;72;;;9986.5;0.0
3;600;STRAWBERRIES;3984;228;;;;;3985;228;;;;;3984.5;0.0
3;600;ROSES;14424;77;;;;;14426;77;;;;;14425.0;0.0
3;600;COCONUT_COUPON;618;48;;;;;620;48;;;;;619.0;0.0
3;600;ORCHIDS;1090;10;1089;3;1082;58;1098;10;1099;3;1106;58;1094.0;0.0
3;600;CHOCOLATE;7750;54;7749;59;;;7751;113;;;;;7750.5;0.0
3;600;GIFT_BASKET;69543;8;69538;1;69537;19;69549;1;69550;19;69551;28;69546.0;0.0
3;600;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
3;700;CHOCOLATE;7750;34;7749;69;;;7751;39;7752;69;;;7750.5;0.0
3;700;GIFT_BASKET;69536;1;69535;11;69534;29;69547;1;69548;11;69549;29;69541.5;0.0
3;700;COCONUT_COUPON;618;41;;;;;619;41;;;;;618.5;0.0
3;700;STRAWBERRIES;3984;207;;;;;3985;69;3986;138;;;3984.5;0.0
3;700;ROSES;14423;75;;;;;14424;75;;;;;14423.5;0.0
3;700;AMETHYSTS;10002;4;9998;8;9996;1;10004;1;10005;20;;;10003.0;0.0
3;700;ORCHIDS;1092;9;1089;6;1088;5;1097;6;1098;5;1105;37;1094.5;0.0
3;700;COCONUT;9986;118;9985;45;;;9987;109;9988;45;;;9986.5;0.0
3;700;STARFRUIT;5000;21;;;;;5007;21;;;;;5003.5;0.0
