day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
4;0;STARFRUIT;4906;2;4905;20;;;4912;22;;;;;4909.0;0.0
4;0;STRAWBERRIES;3957;199;;;;;3959;199;;;;;3958.0;0.0
4;0;COCONUT;9883;133;9882;47;;;9884;133;9885;47;;;9883.5;0.0
4;0;COCONUT_COUPON;574;45;;;;;575;45;;;;;574.5;0.0
4;0;ROSES;13712;63;;;;;13714;63;;;;;13713.0;0.0
4;0;ORCHIDS;1099;6;1097;4;1090;45;1107;6;1108;4;1116;45;1103.0;0.0
4;0;GIFT_BASKET;69141;2;69140;19;69139;24;69152;2;69153;19;69154;24;69146.5;0.0
4;0;CHOCOLATE;7832;129;;;;;7833;37;7834;92;;;7832.5;0.0
4;0;AMETHYSTS;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;0.0
4;100;COCONUT;9885;109;9884;57;;;9886;109;9887;57;;;9885.5;0.0
4;100;CHOCOLATE;7831;104;;;;;7832;46;7833;58;;;7831.5;0.0
4;100;COCONUT_COUPON;575;39;;;;;576;39;;;;;575.5;0.0
4;100;STRAWBERRIES;3957;231;;;;;3959;231;;;;;3958.0;0.0
4;100;AMETHYSTS;9998;6;9996;1;9995;27;10000;5;10004;1;10005;27;9999.0;0.0
4;100;ROSES;13712;53;;;;;13713;20;13714;33;;;13712.5;0.0
4;100;STARFRUIT;4906;1;4905;27;;;4908;5;4912;28;;;4907.0;0.0
4;100;ORCHIDS;1099;6;1097;2;1090;51;1107;6;1109;2;1116;51;1103.0;0.0
4;100;GIFT_BASKET;69130;7;69125;1;69124;18;69136;1;69137;18;69138;20;69133.0;0.0
4;200;ORCHIDS;1099;6;1098;2;1090;43;1107;6;1109;2;1116;43;1103.0;0.0
4;200;GIFT_BASKET;69157;1;69146;2;69145;15;69158;15;69159;15;;;69157.5;0.0
4;200;CHOCOLATE;7833;146;;;;;7835;146;;;;;7834.0;0.0
4;200;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
4;200;STARFRUIT;4906;24;;;;;4912;2;4913;22;;;4909.0;0.0
4;200;STRAWBERRIES;3957;290;;;;;3959;290;;;;;3958.0;0.0
4;200;COCONUT;9884;104;9883;69;;;9886;173;;;;;9885.0;0.0
4;200;COCONUT_COUPON;575;32;;;;;576;32;;;;;575.5;0.0
4;200;ROSES;13713;58;;;;;13714;58;;;;;13713.5;0.0
4;300;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
4;300;ROSES;13711;51;;;;;13712;51;;;;;13711.5;0.0
4;300;STARFRUIT;4906;30;;;;;4912;2;4913;28;;;4909.0;0.0
4;300;ORCHIDS;1098;6;1097;4;1089;50;1106;6;1108;4;1115;50;1102.0;0.0
4;300;GIFT_BASKET;69138;3;69133;2;69132;16;69144;2;69145;16;69146;15;69141.0;0.0
4;300;CHOCOLATE;7833;116;;;;;7835;108;;;;;7834.0;0.0
4;300;COCONUT;9886;145;9885;67;;;9887;145;9888;67;;;9886.5;0.0
4;300;COCONUT_COUPON;576;43;;;;;578;33;;;;;577.0;0.0
4;300;STRAWBERRIES;3957;205;;;;;3958;60;3959;145;;;3957.5;0.0
4;400;STARFRUIT;4906;20;;;;;4913;20;;;;;4909.5;0.0
4;400;STRAWBERRIES;3957;275;;;;;3959;275;;;;;3958.0;0.0
4;400;COCONUT;9884;165;;;;;9886;104;9887;61;;;9885.0;0.0
4;400;COCONUT_COUPON;576;34;;;;;577;34;;;;;576.5;0.0
4;400;ROSES;13707;74;;;;;13708;74;;;;;13707.5;0.0
4;400;ORCHIDS;1098;7;1096;5;1089;37;1106;7;1108;5;1115;37;1102.0;0.0
4;400;GIFT_BASKET;69131;10;69130;24;;;69143;10;69144;24;;;69137.0;0.0
4;400;CHOCOLATE;7834;35;7833;80;;;7835;35;7836;80;;;7834.5;0.0
4;400;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;0.0
4;500;CHOCOLATE;7831;136;;;;;7833;136;;;;;7832.0;0.0
4;500;COCONUT;9884;208;;;;;9886;130;9887;78;;;9885.0;0.0
4;500;COCONUT_COUPON;577;51;;;;;578;51;;;;;577.5;0.0
4;500;STRAWBERRIES;3957;268;;;;;3958;268;;;;;3957.5;0.0
4;500;AMETHYSTS;10002;2;9996;2;9995;27;10004;2;10005;27;;;10003.0;0.0
4;500;ROSES;13707;75;;;;;13709;75;;;;;13708.0;0.0
4;500;STARFRUIT;4911;5;4907;2;4906;27;4913;29;;;;;4912.0;0.0
4;500;ORCHIDS;1098;10;1096;2;1089;56;1106;10;1107;2;1115;56;1102.0;0.0
4;500;GIFT_BASKET;69122;2;69121;19;69119;30;69132;2;69133;19;69134;30;69127.0;0.0
4;600;ORCHIDS;1099;7;1097;5;1090;42;1107;7;1108;5;1116;42;1103.0;0.0
4;600;GIFT_BASKET;69125;1;69124;12;69123;26;69130;1;69136;1;69137;12;69127.5;0.0
4;600;CHOCOLATE;7832;39;7831;100;;;7833;139;;;;;7832.5;0.0
4;600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
4;600;STARFRUIT;4906;24;;;;;4912;1;4913;23;;;4909.0;0.0
4;600;STRAWBERRIES;3956;254;;;;;3958;254;;;;;3957.0;0.0
4;600;COCONUT;9884;130;9883;75;;;9885;130;9886;75;;;9884.5;0.0
4;600;COCONUT_COUPON;577;39;;;;;578;39;;;;;577.5;0.0
4;600;ROSES;13708;66;;;;;13709;66;;;;;13708.5;0.0
4;700;ROSES;13708;55;;;;;13709;24;13710;31;;;13708.5;0.0
4;700;ORCHIDS;1102;10;1098;5;1097;3;1106;5;1108;3;1115;52;1104.0;0.0
4;700;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
4;700;GIFT_BASKET;69133;2;69132;18;69131;24;69144;2;69145;18;69146;24;69138.5;0.0
4;700;STARFRUIT;4910;4;4906;31;;;4913;31;;;;;4911.5;0.0
4;700;CHOCOLATE;7831;37;7830;80;;;7832;37;7833;80;;;7831.5;0.0
4;700;COCONUT;9884;130;9883;64;;;9885;120;9886;64;;;9884.5;0.0
4;700;COCONUT_COUPON;577;44;;;;;578;44;;;;;577.5;0.0
4;700;STRAWBERRIES;3957;206;;;;;3959;206;;;;;3958.0;0.0
4;800;STARFRUIT;4906;23;;;;;4912;2;4913;21;;;4909.0;0.0
4;800;STRAWBERRIES;3957;273;;;;;3958;277;;;;;3957.5;0.0
4;800;COCONUT;9884;124;9883;76;;;9885;124;9886;76;;;9884.5;0.0
4;800;COCONUT_COUPON;577;38;;;;;578;38;;;;;577.5;0.0
4;800;ROSES;13705;64;;;;;13706;64;;;;;13705.5;0.0
4;800;ORCHIDS;1098;10;1097;3;1089;47;1107;10;1108;3;1116;47;1102.5;0.0
4;800;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
4;800;GIFT_BASKET;69135;2;69134;16;69133;20;69146;2;69147;16;69148;20;69140.5;0.0
4;800;CHOCOLATE;7832;159;;;;;7833;55;7834;97;;;7832.5;0.0
4;900;CHOCOLATE;7832;63;7831;58;;;7833;121;;;;;7832.5;0.0
4;900;COCONUT;9884;189;;;;;9885;7;9886;123;9887;66;9884.5;0.0
4;900;COCONUT_COUPON;576;44;;;;;578;44;;;;;577.0;0.0
4;900;STRAWBERRIES;3957;229;;;;;3958;229;;;;;3957.5;0.0
4;900;ROSES;13700;77;;;;;13701;4;13702;77;;;13700.5;0.0
4;900;ORCHIDS;1098;9;1097;2;1089;44;1107;9;1108;2;1116;44;1102.5;0.0
4;900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;0.0
4;900;GIFT_BASKET;69128;14;69127;30;;;69141;14;69142;30;;;69134.5;0.0
4;900;STARFRUIT;4905;21;;;;;4912;21;;;;;4908.5;0.0
4;1000;ORCHIDS;1099;5;1097;4;1090;45;1107;5;1108;4;1116;45;1103.0;0.0
4;1000;AMETHYSTS;9996;2;9995;26;;;10002;7;10004;2;10005;26;9999.0;0.0
4;1000;GIFT_BASKET;69131;2;69130;14;69129;23;69142;2;69143;14;69144;23;69136.5;0.0
4;1000;CHOCOLATE;7831;107;;;;;7833;107;;;;;7832.0;0.0
4;1000;STARFRUIT;4906;27;;;;;4912;2;4913;26;;;4909.0;0.0
4;1000;STRAWBERRIES;3957;240;;;;;3958;59;3959;181;;;3957.5;0.0
4;1000;COCONUT;9885;107;9884;50;;;9887;157;;;;;9886.0;0.0
4;1000;COCONUT_COUPON;576;39;;;;;577;39;;;;;576.5;0.0
4;1000;ROSES;13699;70;;;;;13701;70;;;;;13700.0;0.0
4;1100;ROSES;13700;61;;;;;13702;61;;;;;13701.0;0.0
4;1100;ORCHIDS;1098;9;1097;4;1089;48;1107;9;1108;4;1116;48;1102.5;0.0
