day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;AMETHYSTS;9998;3;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
1;0;ORCHIDS;1094;10;1093;3;1086;41;1102;10;1104;3;1111;41;1098.0;0.0
1;0;STARFRUIT;5048;1;5047;22;;;5054;22;;;;;5051.0;0.0
1;100;STARFRUIT;5047;26;;;;;5052;5;5054;26;;;5049.5;0.0
1;100;ORCHIDS;1094;6;1093;2;1087;51;1102;6;1103;2;1110;51;1098.0;0.0
1;100;AMETHYSTS;9995;26;;;;;9998;1;10005;26;;;9996.5;0.0
1;200;AMETHYSTS;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;0.0
1;200;ORCHIDS;1093;6;1092;3;1085;49;1101;6;1102;3;1108;49;1097.0;0.0
1;200;STARFRUIT;5053;1;5048;2;5047;30;5054;32;;;;;5053.5;0.0
1;300;AMETHYSTS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;0.0
1;300;STARFRUIT;5047;27;;;;;5054;28;;;;;5050.5;0.0
1;300;ORCHIDS;1093;10;1092;4;1085;52;1101;10;1102;4;1109;52;1097.0;0.0
1;400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
1;400;ORCHIDS;1093;10;1092;3;1086;51;1101;10;1102;3;1109;51;1097.0;0.0
1;400;STARFRUIT;5048;5;5047;25;;;5054;25;;;;;5051.0;0.0
1;500;STARFRUIT;5048;22;;;;;5055;22;;;;;5051.5;0.0
1;500;ORCHIDS;1094;5;1093;4;1086;41;1102;5;1103;4;1109;41;1098.0;0.0
1;500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;0.0
1;600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
1;600;ORCHIDS;1093;10;1092;3;1086;49;1101;10;1102;3;1109;49;1097.0;0.0
1;600;STARFRUIT;5048;25;;;;;5053;2;5055;25;;;5050.5;0.0
1;700;AMETHYSTS;9995;23;;;;;9998;9;10005;23;;;9996.5;0.0
1;700;STARFRUIT;5049;5;5048;23;;;5055;23;;;;;5052.0;0.0
1;700;ORCHIDS;1093;6;1092;5;1086;41;1101;6;1102;5;1109;41;1097.0;0.0
1;800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
1;800;ORCHIDS;1093;10;1092;3;1085;47;1101;10;1102;3;1108;47;1097.0;0.0
1;800;STARFRUIT;5048;28;;;;;5055;28;;;;;5051.5;0.0
1;900;STARFRUIT;5048;21;;;;;5055;21;;;;;5051.5;0.0
1;900;ORCHIDS;1093;10;1092;5;1086;45;1101;10;1102;5;1109;45;1097.0;0.0
1;900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;0.0
1;1000;ORCHIDS;1094;8;1092;3;1086;54;1101;8;1103;3;1109;54;1097.5;0.0
1;1000;STARFRUIT;5049;2;5048;28;;;5055;30;;;;;5052.0;0.0
1;1000;AMETHYSTS;10002;2;9996;2;9995;28;10004;2;10005;28;;;10003.0;0.0
1;1100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
1;1100;STARFRUIT;5049;30;;;;;5055;2;5056;28;;;5052.0;0.0
1;1100;ORCHIDS;1092;10;1091;3;1085;57;1100;10;1101;3;1108;57;1096.0;0.0
1;1200;ORCHIDS;1094;9;1093;5;1087;49;1102;9;1103;5;1110;49;1098.0;0.0
1;1200;STARFRUIT;5050;1;5049;28;;;5056;29;;;;;5053.0;0.0
1;1200;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
1;1300;STARFRUIT;5050;23;;;;;5057;23;;;;;5053.5;0.0
1;1300;ORCHIDS;1094;6;1093;4;1086;39;1102;6;1103;4;1109;39;1098.0;0.0
1;1300;AMETHYSTS;9995;23;;;;;9998;1;10002;7;10005;23;9996.5;0.0
1;1400;ORCHIDS;1095;5;1094;4;1087;45;1103;5;1104;4;1110;45;1099.0;0.0
1;1400;STARFRUIT;5050;2;5049;24;;;5056;26;;;;;5053.0;0.0
1;1400;AMETHYSTS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;0.0
1;1500;ORCHIDS;1094;9;1093;2;1086;54;1102;9;1103;2;1109;54;1098.0;0.0
1;1500;AMETHYSTS;9996;2;9995;29;;;10002;7;10004;2;10005;29;9999.0;0.0
1;1500;STARFRUIT;5049;30;;;;;5056;31;;;;;5052.5;0.0
1;1600;STARFRUIT;5049;24;;;;;5056;24;;;;;5052.5;0.0
1;1600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
1;1600;ORCHIDS;1094;7;1093;2;1087;42;1102;7;1103;2;1110;42;1098.0;0.0
1;1700;STARFRUIT;5049;24;;;;;5056;24;;;;;5052.5;0.0
1;1700;ORCHIDS;1095;8;1094;4;1087;50;1103;8;1104;4;1110;50;1099.0;0.0
1;1700;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;0.0
1;1800;ORCHIDS;1095;6;1094;4;1087;49;1103;6;1104;4;1110;49;1099.0;0.0
1;1800;STARFRUIT;5048;30;;;;;5055;30;;;;;5051.5;0.0
1;1800;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
1;1900;ORCHIDS;1097;5;1096;4;1089;40;1105;5;1106;4;1112;40;1101.0;0.0
1;1900;AMETHYSTS;9998;8;9996;2;9995;24;10004;2;10005;24;;;10001.0;0.0
1;1900;STARFRUIT;5047;26;;;;;5054;26;;;;;5050.5;0.0
1;2000;STARFRUIT;5048;22;;;;;5053;1;5055;22;;;5050.5;0.0
1;2000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;0.0
1;2000;ORCHIDS;1097;8;1096;2;1089;41;1105;8;1106;2;1112;41;1101.0;0.0
1;2100;STARFRUIT;5048;25;;;;;5055;25;;;;;5051.5;0.0
1;2100;ORCHIDS;1097;7;1096;3;1089;48;1105;7;1106;3;1112;48;1101.0;0.0
1;2100;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;0.0
1;2200;ORCHIDS;1098;7;1097;2;1090;48;1106;7;1107;2;1113;48;1102.0;0.0
1;2200;STARFRUIT;5049;31;;;;;5055;2;5056;29;;;5052.0;0.0
1;2200;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
1;2300;ORCHIDS;1099;9;1098;4;1091;47;1107;9;1108;4;1114;47;1103.0;0.0
1;2300;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
1;2300;STARFRUIT;5049;21;;;;;5056;21;;;;;5052.5;0.0
1;2400;STARFRUIT;5054;1;5050;3;5049;26;5055;1;5056;25;;;5054.5;0.0
1;2400;AMETHYSTS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
1;2400;ORCHIDS;1099;10;1098;3;1091;51;1107;10;1108;3;1114;51;1103.0;0.0
1;2500;STARFRUIT;5048;27;;;;;5055;27;;;;;5051.5;0.0
1;2500;ORCHIDS;1096;10;1095;3;1089;48;1104;10;1105;3;1112;48;1100.0;0.0
1;2500;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;0.0
1;2600;ORCHIDS;1094;6;1093;5;1087;36;1102;6;1103;5;1110;36;1098.0;0.0
1;2600;STARFRUIT;5048;21;;;;;5055;21;;;;;5051.5;0.0
1;2600;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
1;2700;ORCHIDS;1095;8;1094;3;1087;48;1103;8;1104;3;1110;48;1099.0;0.0
1;2700;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
1;2700;STARFRUIT;5054;1;5049;2;5048;31;5055;31;;;;;5054.5;0.0
1;2800;STARFRUIT;5050;5;5049;22;;;5056;22;;;;;5053.0;0.0
1;2800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;0.0
1;2800;ORCHIDS;1096;8;1095;5;1088;42;1104;8;1105;5;1111;42;1100.0;0.0
1;2900;STARFRUIT;5049;22;;;;;5056;22;;;;;5052.5;0.0
1;2900;ORCHIDS;1098;10;1097;4;1090;47;1106;10;1107;4;1113;47;1102.0;0.0
1;2900;AMETHYSTS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;0.0
1;3000;ORCHIDS;1098;10;1097;5;1091;48;1106;10;1107;5;1114;48;1102.0;0.0
1;3000;STARFRUIT;5049;28;;;;;5056;28;;;;;5052.5;0.0
1;3000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
