timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY
0;1111.75;1.5;10.5;-2.0;4500.0;95.0;0
100;1111.75;1.5;10.5;-2.0;4500.0356;94.99599;0
200;1109.75;1.5;10.5;-2.0;4500.07;94.99198;0
300;1109.25;1.5;10.5;-2.0;4500.1016;94.98797;0
400;1110.75;1.5;10.5;-2.0;4500.1313;94.98395;0
500;1110.75;1.5;10.5;-2.0;4500.159;94.979935;0
600;1110.25;1.5;10.5;-2.0;4500.185;94.975914;0
700;1110.25;1.5;10.5;-2.0;4500.209;94.97189;0
800;1110.0;1.5;10.5;-2.0;4500.2305;94.96787;0
900;1111.75;1.5;10.5;-2.0;4500.2505;94.963844;0
1000;1113.25;1.5;10.5;-2.0;4500.268;94.959816;0
1100;1113.0;1.5;10.5;-2.0;4500.2837;94.95579;0
1200;1114.25;1.5;10.5;-2.0;4500.2974;94.95176;0
1300;1110.75;1.5;10.5;-2.0;4500.309;94.94773;0
1400;1110.25;1.5;10.5;-2.0;4500.319;94.943695;0
1500;1111.25;1.5;10.5;-2.0;4500.3267;94.93966;0
1600;1111.25;1.5;10.5;-2.0;4500.3325;94.93562;0
1700;1112.75;1.5;10.5;-2.0;4500.3364;94.93159;0
1800;1111.75;1.5;10.5;-2.0;4500.338;94.92754;0
1900;1112.75;1.5;10.5;-2.0;4500.338;94.9235;0
2000;1113.0;1.5;10.5;-2.0;4500.3354;94.91946;0
2100;1113.0;1.5;10.5;-2.0;4500.3315;94.91541;0
2200;1111.75;1.5;10.5;-2.0;4500.325;94.91136;0
2300;1112.25;1.5;10.5;-2.0;4500.317;94.90731;0
2400;1110.75;1.5;10.5;-2.0;4500.3066;94.90326;0
2500;1111.25;1.5;10.5;-2.0;4500.295;94.89921;0
2600;1111.75;1.5;10.5;-2.0;4500.281;94.89516;0
2700;1112.25;1.5;10.5;-2.0;4500.2646;94.8911;0
2800;1113.25;1.5;10.5;-2.0;4500.2466;94.88704;0
2900;1113.25;1.5;10.5;-2.0;4500.226;94.88298;0
3000;1113.25;1.5;10.5;-2.0;4500.204;94.87892;0
3100;1113.25;1.5;10.5;-2.0;4500.18;94.87486;0
3200;1114.25;1.5;10.5;-2.0;4500.1543;94.8708;0
3300;1114.25;1.5;10.5;-2.0;4500.1265;94.86673;0
3400;1114.0;1.5;10.5;-2.0;4500.0967;94.86266;0
3500;1114.25;1.5;10.5;-2.0;4500.0645;94.8586;0
3600;1114.25;1.5;10.5;-2.0;4500.031;94.85452;0
3700;1114.0;1.5;10.5;-2.0;4499.995;94.85045;0
3800;1115.75;1.5;10.5;-2.0;4499.957;94.84638;0
3900;1115.75;1.5;10.5;-2.0;4499.9175;94.8423;0
4000;1114.25;1.5;10.5;-2.0;4499.876;94.83823;0
4100;1114.25;1.5;10.5;-2.0;4499.832;94.83415;0
4200;1114.5;1.5;10.5;-2.0;4499.7866;94.83007;0
4300;1114.75;1.5;10.5;-2.0;4499.7393;94.82599;0
4400;1114.5;1.5;10.5;-2.0;4499.6895;94.82191;0
4500;1115.75;1.5;10.5;-2.0;4499.638;94.817825;0
4600;1114.75;1.5;10.5;-2.0;4499.5845;94.813736;0
4700;1115.75;1.5;10.5;-2.0;4499.5293;94.809654;0
4800;1114.75;1.5;10.5;-2.0;4499.472;94.805565;0
4900;1116.75;1.5;10.5;-2.0;4499.413;94.801476;0
5000;1116.75;1.5;10.5;-2.0;4499.3516;94.797386;0
5100;1114.75;1.5;10.5;-2.0;4499.2886;94.7933;0
5200;1115.25;1.5;10.5;-2.0;4499.2236;94.7892;0
5300;1116.75;1.5;10.5;-2.0;4499.1567;94.78511;0
5400;1116.25;1.5;10.5;-2.0;4499.088;94.78101;0
5500;1115.75;1.5;10.5;-2.0;4499.017;94.77692;0
5600;1114.75;1.5;10.5;-2.0;4498.9443;94.77282;0
5700;1115.75;1.5;10.5;-2.0;4498.8696;94.768715;0
5800;1115.5;1.5;10.5;-2.0;4498.793;94.76462;0
5900;1114.75;1.5;10.5;-2.0;4498.7144;94.76051;0
6000;1113.75;1.5;10.5;-2.0;4498.634;94.75641;0
6100;1114.75;1.5;10.5;-2.0;4498.5513;94.752304;0
6200;1117.25;1.5;10.5;-2.0;4498.467;94.7482;0
6300;1117.25;1.5;10.5;-2.0;4498.381;94.744095;0
6400;1116.25;1.5;10.5;-2.0;4498.2925;94.73998;0
6500;1116.5;1.5;10.5;-2.0;4498.2026;94.73588;0
6600;1114.75;1.5;10.5;-2.0;4498.1104;94.731766;0
6700;1115.25;1.5;10.5;-2.0;4498.0166;94.72765;0
6800;1115.5;1.5;10.5;-2.0;4497.921;94.72354;0
6900;1116.25;1.5;10.5;-2.0;4497.823;94.71942;0
7000;1115.75;1.5;10.5;-2.0;4497.7236;94.71531;0
7100;1114.25;1.5;10.5;-2.0;4497.622;94.7112;0
7200;1114.25;1.5;10.5;-2.0;4497.5186;94.70708;0
7300;1114.0;1.5;10.5;-2.0;4497.413;94.70296;0
7400;1114.0;1.5;10.5;-2.0;4497.306;94.69884;0
7500;1113.75;1.5;10.5;-2.0;4497.197;94.69472;0
7600;1113.25;1.5;10.5;-2.0;4497.086;94.6906;0
7700;1114.25;1.5;10.5;-2.0;4496.9727;94.68647;0
7800;1113.75;1.5;10.5;-2.0;4496.858;94.68235;0
7900;1113.5;1.5;10.5;-2.0;4496.741;94.67822;0
8000;1114.25;1.5;10.5;-2.0;4496.6226;94.674095;0
8100;1114.25;1.5;10.5;-2.0;4496.502;94.66997;0
8200;1115.25;1.5;10.5;-2.0;4496.38;94.66584;0
8300;1115.25;1.5;10.5;-2.0;4496.2554;94.66171;0
8400;1115.5;1.5;10.5;-2.0;4496.1294;94.657585;0
8500;1117.25;1.5;10.5;-2.0;4496.001;94.65346;0
8600;1117.25;1.5;10.5;-2.0;4495.871;94.64932;0
8700;1116.75;1.5;10.5;-2.0;4495.7393;94.64519;0
8800;1115.75;1.5;10.5;-2.0;4495.606;94.64106;0
8900;1114.75;1.5;10.5;-2.0;4495.47;94.636925;0
9000;1115.0;1.5;10.5;-2.0;4495.3325;94.63279;0
9100;1116.25;1.5;10.5;-2.0;4495.1934;94.62865;0
9200;1115.75;1.5;10.5;-2.0;4495.0522;94.62451;0
9300;1115.75;1.5;10.5;-2.0;4494.909;94.62038;0
9400;1114.75;1.5;10.5;-2.0;4494.764;94.616234;0
9500;1112.75;1.5;10.5;-2.0;4494.6177;94.6121;0
9600;1113.75;1.5;10.5;-2.0;4494.4688;94.607956;0
9700;1114.75;1.5;10.5;-2.0;4494.3184;94.60381;0
9800;1113.25;1.5;10.5;-2.0;4494.166;94.59967;0
9900;1114.25;1.5;10.5;-2.0;4494.0117;94.59553;0
10000;1115.25;1.5;10.5;-2.0;4493.8555;94.591385;0
10100;1115.75;1.5;10.5;-2.0;4493.6978;94.58724;0
10200;1115.75;1.5;10.5;-2.0;4493.5376;94.5831;0
10300;1116.75;1.5;10.5;-2.0;4493.376;94.57895;0
10400;1116.5;1.5;10.5;-2.0;4493.2124;94.57481;0
10500;1116.5;1.5;10.5;-2.0;4493.0474;94.570656;0
10600;1115.25;1.5;10.5;-2.0;4492.88;94.56651;0
10700;1115.5;1.5;10.5;-2.0;4492.711;94.56236;0
10800;1114.75;1.5;10.5;-2.0;4492.54;94.55821;0
10900;1113.75;1.5;10.5;-2.0;4492.367;94.55406;0
11000;1113.75;1.5;10.5;-2.0;4492.1924;94.54991;0
11100;1115.25;1.5;10.5;-2.0;4492.016;94.54576;0
11200;1115.0;1.5;10.5;-2.0;4491.838;94.54161;0
11300;1115.0;1.5;10.5;-2.0;4491.6577;94.53746;0
11400;1113.75;1.5;10.5;-2.0;4491.4756;94.5333;0
11500;1115.75;1.5;10.5;-2.0;4491.292;94.52915;0
11600;1116.75;1.5;10.5;-2.0;4491.1064;94.524994;0
11700;1117.0;1.5;10.5;-2.0;4490.919;94.52084;0
11800;1117.0;1.5;10.5;-2.0;4490.7295;94.516685;0
11900;1115.25;1.5;10.5;-2.0;4490.5386;94.51253;0
12000;1115.25;1.5;10.5;-2.0;4490.3457;94.50838;0
12100;1113.75;1.5;10.5;-2.0;4490.151;94.50422;0
12200;1114.25;1.5;10.5;-2.0;4489.954;94.50006;0
12300;1114.25;1.5;10.5;-2.0;4489.756;94.4959;0
12400;1114.75;1.5;10.5;-2.0;4489.5557;94.491745;0
12500;1116.75;1.5;10.5;-2.0;4489.3535;94.48759;0
12600;1115.25;1.5;10.5;-2.0;4489.15;94.48342;0
12700;1116.25;1.5;10.5;-2.0;4488.9443;94.47926;0
12800;1116.25;1.5;10.5;-2.0;4488.737;94.475105;0
12900;1116.75;1.5;10.5;-2.0;4488.5273;94.47094;0
13000;1117.0;1.5;10.5;-2.0;4488.3164;94.46678;0
13100;1117.0;1.5;10.5;-2.0;4488.1035;94.46262;0
13200;1117.75;1.5;10.5;-2.0;4487.8887;94.45846;0
13300;1117.25;1.4;10.5;-2.0;4487.672;94.4543;0
13400;1116.75;1.4;10.5;-2.0;4487.4536;94.450134;0
13500;1116.75;1.4;10.5;-2.0;4487.2334;94.44597;0
13600;1115.75;1.4;10.5;-2.0;4487.0117;94.44181;0
13700;1117.25;1.4;10.5;-2.0;4486.788;94.437645;0
13800;1116.75;1.4;10.5;-2.0;4486.5625;94.43348;0
13900;1115.25;1.4;10.5;-2.0;4486.335;94.42931;0
14000;1115.0;1.4;10.5;-2.0;4486.106;94.42515;0
14100;1113.25;1.4;10.5;-2.0;4485.875;94.42098;0
14200;1114.25;1.4;10.5;-2.0;4485.6426;94.416824;0
14300;1115.25;1.4;10.5;-2.0;4485.408;94.41266;0
14400;1115.0;1.4;10.5;-2.0;4485.172;94.40849;0
14500;1116.25;1.4;10.5;-2.0;4484.9336;94.40432;0
14600;1115.25;1.4;10.5;-2.0;4484.694;94.400154;0
14700;1115.0;1.4;10.5;-2.0;4484.452;94.39599;0
14800;1112.75;1.4;10.5;-2.0;4484.209;94.39182;0
14900;1111.25;1.4;10.5;-2.0;4483.964;94.38766;0
15000;1110.75;1.4;10.5;-2.0;4483.717;94.38349;0
15100;1110.75;1.4;10.5;-2.0;4483.4683;94.379326;0
15200;1109.75;1.4;10.5;-2.0;4483.218;94.37516;0
15300;1110.75;1.4;10.5;-2.0;4482.9653;94.37099;0
15400;1111.75;1.4;10.5;-2.0;4482.7114;94.36682;0
15500;1112.25;1.4;10.5;-2.0;4482.4556;94.362656;0
15600;1112.25;1.4;10.5;-2.0;4482.1978;94.35849;0
15700;1111.75;1.4;10.5;-2.0;4481.9385;94.35432;0
15800;1109.25;1.4;10.5;-2.0;4481.6772;94.35015;0
15900;1108.25;1.4;10.5;-2.0;4481.4146;94.345985;0
16000;1109.75;1.4;10.5;-2.0;4481.15;94.34181;0
16100;1108.75;1.4;10.5;-2.0;4480.884;94.33765;0
16200;1108.5;1.4;10.5;-2.0;4480.615;94.33348;0
16300;1108.75;1.4;10.5;-2.0;4480.3457;94.32931;0
16400;1108.75;1.4;10.5;-2.0;4480.0737;94.32514;0
16500;1107.75;1.4;10.5;-2.0;4479.8003;94.32098;0
16600;1107.75;1.4;10.5;-2.0;4479.5254;94.3168;0
16700;1109.25;1.4;10.5;-2.0;4479.2485;94.31264;0
16800;1110.25;1.4;10.5;-2.0;4478.9697;94.30847;0
16900;1111.25;1.4;10.5;-2.0;4478.6895;94.3043;0
17000;1111.25;1.4;10.5;-2.0;4478.407;94.30013;0
17100;1110.25;1.4;10.5;-2.0;4478.1235;94.29597;0
17200;1112.25;1.4;10.5;-2.0;4477.838;94.2918;0
17300;1114.25;1.4;10.5;-2.0;4477.5503;94.28763;0
17400;1113.75;1.4;10.5;-2.0;4477.261;94.28346;0
17500;1114.25;1.4;10.5;-2.0;4476.9707;94.2793;0
17600;1115.75;1.4;10.5;-2.0;4476.678;94.27513;0
17700;1115.25;1.4;10.5;-2.0;4476.384;94.27096;0
17800;1116.25;1.4;10.5;-2.0;4476.088;94.26679;0
17900;1116.0;1.4;10.5;-2.0;4475.79;94.26263;0
18000;1113.75;1.4;10.5;-2.0;4475.49;94.25846;0
18100;1113.75;1.4;10.5;-2.0;4475.1895;94.254295;0
18200;1114.0;1.4;10.5;-2.0;4474.886;94.25013;0
18300;1113.75;1.4;10.5;-2.0;4474.5815;94.245964;0
18400;1113.5;1.4;10.5;-2.0;4474.2754;94.2418;0
18500;1114.75;1.4;10.5;-2.0;4473.9673;94.23763;0
18600;1113.25;1.4;10.5;-2.0;4473.657;94.23347;0
18700;1113.75;1.4;10.5;-2.0;4473.3457;94.2293;0
18800;1116.75;1.4;10.5;-2.0;4473.0327;94.225136;0
18900;1115.75;1.4;10.5;-2.0;4472.718;94.22097;0
19000;1115.75;1.4;10.5;-2.0;4472.401;94.216805;0
19100;1115.25;1.4;10.5;-2.0;4472.0825;94.21264;0
19200;1115.75;1.4;10.5;-2.0;4471.7627;94.20848;0
19300;1117.75;1.4;10.5;-2.0;4471.441;94.204315;0
19400;1117.5;1.4;10.5;-2.0;4471.117;94.20015;0
19500;1118.25;1.4;10.5;-2.0;4470.792;94.19599;0
19600;1116.75;1.4;10.5;-2.0;4470.4653;94.191826;0
19700;1114.75;1.4;10.5;-2.0;4470.1367;94.18767;0
19800;1114.75;1.4;10.5;-2.0;4469.806;94.1835;0
19900;1116.75;1.4;10.5;-2.0;4469.4746;94.179344;0
20000;1117.25;1.4;10.5;-2.0;4469.1406;94.175186;0
20100;1115.75;1.4;10.5;-2.0;4468.805;94.17102;0
20200;1115.25;1.4;10.5;-2.0;4468.4683;94.16686;0
20300;1116.25;1.4;10.5;-2.0;4468.1294;94.162704;0
20400;1116.75;1.4;10.5;-2.0;4467.789;94.15855;0
20500;1117.0;1.4;10.5;-2.0;4467.447;94.15439;0
20600;1116.25;1.4;10.5;-2.0;4467.103;94.15023;0
20700;1115.75;1.4;10.5;-2.0;4466.758;94.14607;0
20800;1113.75;1.4;10.5;-2.0;4466.4106;94.141914;0
20900;1115.25;1.4;9.5;-2.0;4466.0615;94.13776;0
21000;1115.25;1.4;9.5;-2.0;4465.711;94.133606;0
21100;1114.75;1.4;9.5;-2.0;4465.359;94.12945;0
21200;1115.25;1.4;9.5;-2.0;4465.005;94.1253;0
21300;1115.5;1.4;9.5;-2.0;4464.6494;94.12114;0
21400;1115.5;1.4;9.5;-2.0;4464.292;94.11699;0
21500;1115.5;1.4;9.5;-2.0;4463.933;94.11283;0
21600;1115.25;1.4;9.5;-2.0;4463.5728;94.10868;0
21700;1114.75;1.4;9.5;-2.0;4463.2104;94.10453;0
21800;1113.75;1.4;9.5;-2.0;4462.8467;94.10038;0
21900;1113.75;1.4;9.5;-2.0;4462.481;94.09623;0
22000;1113.25;1.4;9.5;-2.0;4462.114;94.09208;0
22100;1113.0;1.4;9.5;-2.0;4461.745;94.08793;0
22200;1113.25;1.4;9.5;-2.0;4461.3745;94.08378;0
22300;1114.25;1.4;9.5;-2.0;4461.0024;94.079636;0
22400;1115.75;1.4;9.5;-2.0;4460.6284;94.075485;0
22500;1116.25;1.4;9.5;-2.0;4460.253;94.07134;0
22600;1116.75;1.4;9.5;-2.0;4459.8755;94.06719;0
22700;1117.75;1.4;9.5;-2.0;4459.497;94.06305;0
22800;1118.25;1.4;9.5;-2.0;4459.1167;94.05891;0
22900;1118.5;1.4;9.5;-2.0;4458.7344;94.05476;0
23000;1120.25;1.4;9.5;-2.0;4458.3506;94.05062;0
23100;1118.25;1.4;9.5;-2.0;4457.9653;94.04648;0
23200;1118.75;1.4;9.5;-2.0;4457.578;94.042336;0
23300;1120.75;1.4;9.5;-2.0;4457.1895;94.0382;0
23400;1121.0;1.4;9.5;-2.0;4456.7993;94.03406;0
23500;1119.75;1.4;9.5;-2.0;4456.407;94.02992;0
23600;1121.75;1.4;9.5;-2.0;4456.0137;94.02578;0
23700;1120.75;1.4;9.5;-2.0;4455.6187;94.021645;0
23800;1120.75;1.4;9.5;-2.0;4455.2217;94.01751;0
23900;1120.25;1.4;9.5;-2.0;4454.823;94.013374;0
24000;1118.75;1.4;9.5;-2.0;4454.423;94.00924;0
24100;1119.25;1.4;9.5;-2.0;4454.0215;94.00511;0
24200;1120.75;1.4;9.5;-2.0;4453.618;94.00098;0
24300;1119.75;1.4;9.5;-2.0;4453.213;93.99684;0
24400;1119.25;1.4;9.5;-2.0;4452.806;93.992714;0
24500;1119.75;1.4;9.5;-2.0;4452.398;93.98859;0
24600;1121.75;1.4;9.5;-2.0;4451.9883;93.98446;0
24700;1122.0;1.4;9.5;-2.0;4451.5767;93.98033;0
24800;1120.75;1.4;9.5;-2.0;4451.1636;93.976204;0
24900;1120.75;1.4;9.5;-2.0;4450.749;93.97208;0
25000;1119.25;1.4;9.5;-2.0;4450.3325;93.96795;0
25100;1119.25;1.4;9.5;-2.0;4449.915;93.96383;0
25200;1120.25;1.4;9.5;-2.0;4449.495;93.95971;0
25300;1120.0;1.4;9.5;-2.0;4449.074;93.95558;0
25400;1118.75;1.4;9.5;-2.0;4448.6514;93.95146;0
25500;1119.25;1.4;9.5;-2.0;4448.227;93.94735;0
25600;1118.25;1.4;9.5;-2.0;4447.8013;93.94323;0
25700;1119.25;1.4;9.5;-2.0;4447.3735;93.93911;0
25800;1119.25;1.4;9.5;-2.0;4446.9443;93.935;0
25900;1119.25;1.4;9.5;-2.0;4446.5137;93.93088;0
26000;1117.75;1.4;9.5;-2.0;4446.0815;93.926765;0
26100;1116.25;1.4;9.5;-2.0;4445.6475;93.92265;0
26200;1116.75;1.4;9.5;-2.0;4445.212;93.91854;0
26300;1119.25;1.4;9.5;-2.0;4444.775;93.91443;0
26400;1119.5;1.4;9.5;-2.0;4444.336;93.910324;0
26500;1119.5;1.4;9.5;-2.0;4443.896;93.90621;0
26600;1119.25;1.4;9.5;-2.0;4443.454;93.90211;0
26700;1119.25;1.4;9.5;-2.0;4443.0103;93.898;0
26800;1119.0;1.4;9.5;-2.0;4442.5654;93.8939;0
26900;1117.75;1.4;9.5;-2.0;4442.1187;93.88979;0
27000;1118.75;1.3;9.5;-2.0;4441.6704;93.8857;0
27100;1119.0;1.3;9.5;-2.0;4441.2207;93.88159;0
27200;1118.25;1.3;9.5;-2.0;4440.7695;93.877495;0
27300;1117.25;1.3;9.5;-2.0;4440.3164;93.8734;0
27400;1116.25;1.3;9.5;-2.0;4439.862;93.8693;0
27500;1116.25;1.3;9.5;-2.0;4439.406;93.865204;0
27600;1116.25;1.3;9.5;-2.0;4438.948;93.861115;0
27700;1116.5;1.3;9.5;-2.0;4438.4893;93.85702;0
27800;1116.5;1.3;9.5;-2.0;4438.0283;93.85293;0
27900;1115.25;1.3;9.5;-2.0;4437.566;93.84884;0
28000;1114.75;1.3;9.5;-2.0;4437.102;93.84475;0
28100;1115.25;1.3;9.5;-2.0;4436.6367;93.84066;0
28200;1116.25;1.3;9.5;-2.0;4436.1694;93.83658;0
28300;1116.25;1.3;9.5;-2.0;4435.7007;93.83249;0
28400;1115.25;1.3;9.5;-2.0;4435.231;93.82841;0
28500;1115.25;1.3;9.5;-2.0;4434.7593;93.824326;0
28600;1115.0;1.3;9.5;-2.0;4434.2856;93.82025;0
